outcome,iso3,coverage,PAF_diet,share_reach,flow_available,pif_med_pop,pif_resid_pop,averted_med_raw,averted_med_samebase,spillover_nondiet,averted_resid_samebase,flow_ratio
IschStroke,JPN,0.1,0.12172806303734093,0.7257568398899142,True,0.002001369316853431,0.004063386188763026,0.016441314080874653,0.016441314080874653,0.0,0.03338084980056368,0.02265402566976639
IschStroke,JPN,0.2,0.12172806303734093,0.7257568398899142,True,0.004002738633706862,0.008126772377526051,0.032882628161749305,0.032882628161749305,0.0,0.06676169960112736,0.04530805133953278
IschStroke,JPN,0.5,0.12172806303734093,0.7257568398899142,True,0.010006846584267155,0.020316930943815127,0.08220657040437328,0.08220657040437328,0.0,0.16690424900281842,0.11327012834883196
IschStroke,MEX,0.05,0.09180914998358336,0.6812998859749145,True,0.002357290149162341,0.004786013333147782,0.02567598272703597,0.02567598272703597,0.0,0.05213002553670938,0.03768675623700509
IschStroke,MEX,0.1,0.09180914998358336,0.6812998859749145,True,0.004714580298324682,0.009572026666295565,0.05135196545407194,0.05135196545407194,0.0,0.10426005107341876,0.07537351247401018
IschStroke,MEX,0.2,0.09180914998358336,0.6812998859749145,True,0.009429160596649364,0.01914405333259113,0.10270393090814388,0.10270393090814388,0.0,0.20852010214683753,0.15074702494802036
IschStroke,MEX,0.5,0.09180914998358336,0.6812998859749145,True,0.02357290149162341,0.04786013333147783,0.2567598272703597,0.2567598272703597,0.0,0.5213002553670939,0.3768675623700509
IschStroke,NGA,0.05,0.09111719376501932,0.38241980298055067,True,0.0013756040225917224,0.002792893015565012,0.015097085036872905,0.015097085036872905,0.0,0.030651657499105592,0.03947778048941864
IschStroke,NGA,0.1,0.09111719376501932,0.38241980298055067,True,0.002751208045183445,0.005585786031130024,0.03019417007374581,0.03019417007374581,0.0,0.061303314998211185,0.07895556097883728
IschStroke,NGA,0.2,0.09111719376501932,0.38241980298055067,True,0.00550241609036689,0.011171572062260047,0.06038834014749162,0.06038834014749162,0.0,0.12260662999642237,0.15791112195767457
IschStroke,NGA,0.5,0.09111719376501932,0.38241980298055067,True,0.013756040225917223,0.027928930155650115,0.15097085036872904,0.15097085036872904,0.0,0.3065165749910559,0.3947778048941864
IschStroke,NZL,0.05,0.07008509571715195,0.5172413793103449,True,0.0023239070085188177,0.004718235441538205,0.033158362484052184,0.033158362484052184,0.0,0.06732152383125746,0.06410616746916756
IschStroke,NZL,0.1,0.07008509571715195,0.5172413793103449,True,0.004647814017037635,0.00943647088307641,0.06631672496810437,0.06631672496810437,0.0,0.13464304766251492,0.12821233493833512
IschStroke,NZL,0.2,0.07008509571715195,0.5172413793103449,True,0.00929562803407527,0.01887294176615282,0.13263344993620874,0.13263344993620874,0.0,0.26928609532502984,0.25642466987667023
IschStroke,NZL,0.5,0.07008509571715195,0.5172413793103449,True,0.023239070085188173,0.047182354415382044,0.3315836248405218,0.3315836248405218,0.0,0.6732152383125745,0.6410616746916754
IschStroke,ROU,0.05,0.18459827589730987,0.901362218939767,True,0.001973171944901136,0.0040061369790417006,0.010689005275427337,0.010689005275427337,0.0,0.021701919801625197,0.011858723441948063
IschStroke,ROU,0.1,0.18459827589730987,0.901362218939767,True,0.003946343889802272,0.008012273958083401,0.021378010550854674,0.021378010550854674,0.0,0.043403839603250394,0.023717446883896126
IschStroke,ROU,0.2,0.18459827589730987,0.901362218939767,True,0.007892687779604545,0.016024547916166802,0.04275602110170935,0.04275602110170935,0.0,0.08680767920650079,0.04743489376779225
IschStroke,ROU,0.5,0.18459827589730987,0.901362218939767,True,0.019731719449011365,0.04006136979041701,0.10689005275427338,0.10689005275427338,0.0,0.217019198016252,0.11858723441948064
IschStroke,TUR,0.05,0.06001202049190889,0.7718023255813954,True,0.0025576505088168887,0.005192805578507016,0.04261897013052116,0.04261897013052116,0.0,0.08652942420439144,0.055220059227492575
