iso3,arm,coverage,med,yr
ISR,diet,afford,493.0096865341743,12
ISR,glp1,0.20,1216.8760991302192,12
ISR,glp1,0.50,3044.292589257855,12
ISR,glp1,afford,6095.644236829343,12
JPN,combo,0.20,28402.232868177594,12
JPN,combo,0.50,49916.870986695,12
JPN,combo,afford,85799.51852111748,12
JPN,diet,0.20,14065.317426006972,12
JPN,diet,0.50,14065.317426006972,12
JPN,diet,afford,14065.317426006972,12
JPN,glp1,0.20,14436.292638513256,12
JPN,glp1,0.50,36099.67360651353,12
JPN,glp1,afford,72229.36306050389,12
MEX,combo,0.20,32001.7072515021,12
MEX,combo,0.50,71140.20168636282,12
MEX,combo,afford,136642.87342748797,12
MEX,diet,0.20,5976.353775484164,12
MEX,diet,0.50,5976.353775484164,12
MEX,diet,afford,5976.353775484164,12
MEX,glp1,0.20,26122.19389339668,12
MEX,glp1,0.50,65405.48628296029,12
MEX,glp1,afford,131148.23264303783,12
NGA,combo,0.20,12500.232724305291,12
NGA,combo,0.50,28846.13825584984,12
NGA,combo,afford,23392.212473371168,12
NGA,diet,0.20,1629.2568920942358,12
NGA,diet,0.50,1629.2568920942358,12
NGA,diet,afford,1629.2568920942358,12
NGA,glp1,0.20,10885.665600057671,12
NGA,glp1,0.50,27253.555953265302,12
NGA,glp1,afford,21792.308573939543,12
NZL,combo,0.20,2096.703137365685,12
NZL,combo,0.50,4226.187605036792,12
NZL,combo,afford,7782.081167867367,12
NZL,diet,0.20,678.7230602985848,12
NZL,diet,0.50,678.7230602985848,12
NZL,diet,afford,678.7230602985848,12
NZL,glp1,0.20,1428.3225911406644,12
NZL,glp1,0.50,3573.2686413778865,12
NZL,glp1,afford,7154.788304335219,12
ROU,combo,0.20,21260.87937034812,12
ROU,combo,0.50,35248.60812590415,12
ROU,combo,afford,58708.95882565416,12
ROU,diet,0.20,11971.64780030394,12
ROU,diet,0.50,11971.64780030394,12
ROU,diet,afford,11971.64780030394,12
ROU,glp1,0.20,9409.769094353447,12
ROU,glp1,0.50,23578.546980435072,12
ROU,glp1,afford,47341.29958864375,12
TUR,combo,0.20,34572.31915334336,12
TUR,combo,0.50,73919.71786257581,12
TUR,combo,afford,139799.3948070965,12
TUR,diet,0.20,8414.123384870776,12
TUR,diet,0.50,8414.123384870776,12
TUR,diet,afford,8414.123384870776,12
TUR,glp1,0.20,26288.09658647918,12
TUR,glp1,0.50,65829.94287598516,12
TUR,glp1,afford,132032.58830463557,12
USA,combo,0.20,153807.38050854462,12
USA,combo,0.50,314244.65362481144,12
USA,combo,afford,582299.1786782823,12
USA,diet,0.20,47011.81248968104,12
USA,diet,0.50,47011.81248968104,12
USA,diet,afford,47011.81248968104,12
USA,glp1,0.20,107539.6677519476,12
USA,glp1,0.50,269088.3312643615,12
USA,glp1,afford,538982.2369084046,12
ZAF,combo,0.20,7129.143749478352,12
ZAF,combo,0.50,17387.862678160458,12
ZAF,combo,afford,27671.5011864185,12
ZAF,diet,0.20,303.5913379615313,12
ZAF,diet,0.50,303.5913379615313,12
ZAF,diet,afford,303.5913379615313,12
ZAF,glp1,0.20,6829.444806961983,12
ZAF,glp1,0.50,17093.981987440457,12
ZAF,glp1,afford,27383.414167150597,12
AUS,combo,0.20,8609.350761119382,13
AUS,combo,0.50,16690.03574178374,13
AUS,combo,afford,30186.416464019778,13
AUS,diet,0.20,3229.273960494251,13
AUS,diet,0.50,3229.273960494251,13
AUS,diet,afford,3229.273960494251,13
AUS,glp1,0.20,5427.411459441289,13
AUS,glp1,0.50,13578.830041580586,13
AUS,glp1,afford,27192.36950686764,13
BGD,combo,0.20,50387.47029465383,13
BGD,combo,0.50,68112.47643010001,13
BGD,combo,afford,85867.35246758797,13
BGD,diet,0.20,38587.268878811854,13
BGD,diet,0.50,38587.268878811854,13
BGD,diet,afford,38587.268878811854,13
BGD,glp1,0.20,11984.471139984184,13
BGD,glp1,0.50,29985.77543423061,13
BGD,glp1,afford,48016.820065078,13
BGR,combo,0.20,10041.104439468168,13
BGR,combo,0.50,17385.005657695514,13
BGR,combo,afford,29705.1822226097,13
BGR,diet,0.20,5164.831285037129,13
BGR,diet,0.50,5164.831285037129,13
BGR,diet,afford,5164.831285037129,13
BGR,glp1,0.20,4931.295899052151,13
BGR,glp1,0.50,12357.843180893113,13
BGR,glp1,afford,24816.057942021773,13
BRA,combo,0.20,70165.84167718406,13
BRA,combo,0.50,133523.12331644114,13
BRA,combo,afford,239244.7272363782,13
BRA,diet,0.20,27958.90943519124,13
BRA,diet,0.50,27958.90943519124,13
BRA,diet,afford,27958.90943519124,13
BRA,glp1,0.20,42618.0235452787,13
BRA,glp1,0.50,106589.03543337811,13
BRA,glp1,afford,213325.6666046276,13
CAN,combo,0.20,12056.854131133548,13
CAN,combo,0.50,25072.800591336378,13
CAN,combo,afford,46811.05267922865,13
CAN,diet,0.20,3390.711752192892,13
CAN,diet,0.50,3390.711752192892,13
CAN,diet,afford,3390.711752192892,13
CAN,glp1,0.20,8715.075482894885,13
CAN,glp1,0.50,21804.09101002424,13
CAN,glp1,afford,43663.23213567858,13
CHN,combo,0.20,616203.203094134,13
CHN,combo,0.50,935580.4988042112,13
CHN,combo,afford,1468720.8441609736,13
CHN,diet,0.20,403495.02426585526,13
CHN,diet,0.50,403495.02426585526,13
CHN,diet,afford,403495.02426585526,13
CHN,glp1,0.20,215374.8464812929,13
CHN,glp1,0.50,538746.1822171378,13
CHN,glp1,afford,1078527.1811339029,13
DEU,combo,0.20,47857.26171341495,13
DEU,combo,0.50,98645.28080684954,13
DEU,combo,afford,183482.52728008517,13
DEU,diet,0.20,14045.840624873044,13
DEU,diet,0.50,14045.840624873044,13
DEU,diet,afford,14045.840624873044,13
DEU,glp1,0.20,34007.27918722876,13
DEU,glp1,0.50,85088.20043279408,13
DEU,glp1,afford,170411.20243472062,13
EGY,combo,0.20,56813.665264364594,13
EGY,combo,0.50,124943.42278528935,13
EGY,combo,afford,239458.6592149044,13
EGY,diet,0.20,11628.271847145945,13
EGY,diet,0.50,11628.271847145945,13
EGY,diet,afford,11628.271847145945,13
EGY,glp1,0.20,45361.187375469366,13
EGY,glp1,0.50,113754.71560944848,13
EGY,glp1,afford,228709.7543881363,13
GBR,combo,0.20,26594.01377136749,13
GBR,combo,0.50,54387.39864849155,13
GBR,combo,afford,100808.03410614944,13
GBR,diet,0.20,8089.448221551426,13
GBR,diet,0.50,8089.448221551426,13
GBR,diet,afford,8089.448221551426,13
GBR,glp1,0.20,18627.03182001045,13
GBR,glp1,0.50,46603.270226187546,13
GBR,glp1,afford,93326.36682243051,13
GLB,combo,0.20,2636810.7172070667,13
GLB,combo,0.50,4323052.433785536,13
GLB,combo,afford,7138058.815774296,13
GLB,diet,0.20,1513792.1563781989,13
GLB,diet,0.50,1513792.1563781989,13
GLB,diet,afford,1513792.1563781989,13
GLB,glp1,0.20,1135689.0430301835,13
GLB,glp1,0.50,2840895.79701312,13
GLB,glp1,afford,5687400.877495791,13
IND,combo,0.20,292713.0128790727,13
IND,combo,0.50,426009.3004964457,13
IND,combo,afford,648431.4161551204,13
IND,diet,0.20,203913.8768813328,13
IND,diet,0.50,203913.8768813328,13
IND,diet,afford,203913.8768813328,13
IND,glp1,0.20,89609.0667745512,13
IND,glp1,0.50,224119.3571356258,13
IND,glp1,afford,448562.41024167015,13
ISR,combo,0.20,1963.357920930265,13
ISR,combo,0.50,3987.732274480273,13
ISR,combo,afford,7368.851512606987,13
ISR,diet,0.20,615.5483408113278,13
ISR,diet,0.50,615.5483408113278,13
ISR,diet,afford,615.5483408113278,13
ISR,glp1,0.20,1357.5165987043422,13
ISR,glp1,0.50,3396.386731827952,13
ISR,glp1,afford,6801.490434463144,13
JPN,combo,0.20,32823.29004592323,13
JPN,combo,0.50,56270.17653929952,13
JPN,combo,afford,95378.5652771258,13
JPN,diet,0.20,17199.524097748017,13
JPN,diet,0.50,17199.524097748017,13
JPN,diet,afford,17199.524097748017,13
JPN,glp1,0.20,15744.018728645067,13
JPN,glp1,0.50,39370.91851743926,13
JPN,glp1,afford,78778.35217490676,13
MEX,combo,0.20,36371.05511913467,13
MEX,combo,0.50,79807.3520178767,13
MEX,combo,afford,152521.55579007586,13
MEX,diet,0.20,7492.40979299653,13
MEX,diet,0.50,7492.40979299653,13
MEX,diet,afford,7492.40979299653,13
MEX,glp1,0.20,28998.31313147465,13
MEX,glp1,0.50,72613.63101264529,13
MEX,glp1,afford,145624.89630197745,13
NGA,combo,0.20,14027.107335032117,13
NGA,combo,0.50,32055.099865631528,13
NGA,combo,afford,26039.733260584795,13
NGA,diet,0.20,2038.4301658758525,13
NGA,diet,0.50,2038.4301658758525,13
NGA,diet,afford,2038.4301658758525,13
NGA,glp1,0.20,12006.78768011473,13
NGA,glp1,0.50,30061.89105970501,13
NGA,glp1,afford,24037.49486744849,13
NZL,combo,0.20,2403.731304494835,13
NZL,combo,0.50,4756.886021781471,13
NZL,combo,afford,8686.855497663892,13
NZL,diet,0.20,836.9586877814613,13
NZL,diet,0.50,836.9586877814613,13
NZL,diet,afford,836.9586877814613,13
NZL,glp1,0.20,1579.3468800501794,13
NZL,glp1,0.50,3951.307866810986,13
NZL,glp1,afford,7912.469204481067,13
ROU,combo,0.20,24371.96012077736,13
ROU,combo,0.50,39498.88404841069,13
ROU,combo,afford,64874.22590756857,13
ROU,diet,0.20,14327.23156424608,13
ROU,diet,0.50,14327.23156424608,13
ROU,diet,afford,14327.23156424608,13
ROU,glp1,0.20,10185.640401643332,13
ROU,glp1,0.50,25524.29530548481,13
ROU,glp1,afford,51253.50156483847,13
TUR,combo,0.20,39232.79150912915,13
TUR,combo,0.50,82668.07100661912,13
TUR,combo,afford,155406.72216804355,13
TUR,diet,0.20,10360.527315190193,13
TUR,diet,0.50,10360.527315190193,13
TUR,diet,afford,10360.527315190193,13
TUR,glp1,0.20,29029.777307057502,13
TUR,glp1,0.50,72700.94210876948,13
TUR,glp1,afford,145831.6706571513,13
USA,combo,0.20,176302.49363947316,13
USA,combo,0.50,353458.8013210752,13
USA,combo,afford,649512.1666569976,13
USA,diet,0.20,58393.88692402861,13
USA,diet,0.50,58393.88692402861,13
USA,diet,afford,58393.88692402861,13
USA,glp1,0.20,118820.6574461655,13
USA,glp1,0.50,297339.7918017899,13
USA,glp1,afford,595650.2328571447,13
ZAF,combo,0.20,7911.684449629755,13
ZAF,combo,0.50,19237.04545634395,13
ZAF,combo,afford,30592.03392233736,13
ZAF,diet,0.20,377.587028060575,13
ZAF,diet,0.50,377.587028060575,13
ZAF,diet,afford,377.587028060575,13
ZAF,glp1,0.20,7538.876206226454,13
ZAF,glp1,0.50,18871.382361058768,13
ZAF,glp1,afford,30233.48813813465,13
AUS,combo,0.20,9833.177813486684,14
AUS,combo,0.50,18727.4549750011,14
AUS,combo,afford,33584.39632703475,14
AUS,diet,0.20,3911.8350977699424,14
AUS,diet,0.50,3911.8350977699424,14
AUS,diet,afford,3911.8350977699424,14
AUS,glp1,0.20,5978.024850076116,14
AUS,glp1,0.50,14957.032021498722,14
AUS,glp1,afford,29954.390336175413,14
BGD,combo,0.20,59291.10130164937,14
BGD,combo,0.50,78582.37446739034,14
BGD,combo,afford,97906.6982357358,14
BGD,diet,0.20,46448.47111463426,14
BGD,diet,0.50,46448.47111463426,14
BGD,diet,afford,46448.47111463426,14
BGD,glp1,0.20,13059.884212163252,14
BGD,glp1,0.50,32676.969556489057,14
BGD,glp1,afford,52327.02095570936,14
BGR,combo,0.20,11300.142872860926,14
BGR,combo,0.50,19178.02003285884,14
BGR,combo,afford,32396.653145874665,14
BGR,diet,0.20,6069.956317393503,14
BGR,diet,0.50,6069.956317393503,14
BGR,diet,afford,6069.956317393503,14
BGR,glp1,0.20,5293.390696416998,14
BGR,glp1,0.50,13266.244231727602,14
BGR,glp1,afford,26643.62290001868,14
BRA,combo,0.20,80614.77769558379,14
BRA,combo,0.50,150314.49965673333,14
BRA,combo,afford,266633.1405437443,14
BRA,diet,0.20,34186.06087767905,14
BRA,diet,0.50,34186.06087767905,14
BRA,diet,afford,34186.06087767905,14
BRA,glp1,0.20,46925.87710950651,14
BRA,glp1,0.50,117368.07202125546,14
BRA,glp1,afford,234915.3234487256,14
CAN,combo,0.20,13610.837810351912,14
CAN,combo,0.50,27831.052540452303,14
CAN,combo,afford,51582.69077971758,14
CAN,diet,0.20,4143.402744001111,14
CAN,diet,0.50,4143.402744001111,14
CAN,diet,afford,4143.402744001111,14
CAN,glp1,0.20,9526.69223545154,14
CAN,glp1,0.50,23835.41700473449,14
CAN,glp1,afford,47733.55626511952,14
CHN,combo,0.20,723683.230051064,14
CHN,combo,0.50,1071778.0515215849,14
CHN,combo,afford,1652887.4200462722,14
CHN,diet,0.20,491856.4667752868,14
CHN,diet,0.50,491856.4667752868,14
CHN,diet,afford,491856.4667752868,14
CHN,glp1,0.20,235032.0712076829,14
CHN,glp1,0.50,587928.5680125493,14
CHN,glp1,afford,1177023.7452590312,14
DEU,combo,0.20,53566.76862165659,14
DEU,combo,0.50,108747.93607184684,14
DEU,combo,afford,200934.5017975445,14
DEU,diet,0.20,16833.375732608954,14
DEU,diet,0.50,16833.375732608954,14
DEU,diet,afford,16833.375732608954,14
DEU,glp1,0.20,36965.38746600232,14
DEU,glp1,0.50,92493.62131813954,14
DEU,glp1,afford,185256.09886029403,14
EGY,combo,0.20,63126.07945601556,14
EGY,combo,0.50,137206.9522962058,14
EGY,combo,afford,261753.98098990275,14
EGY,diet,0.20,14000.659071481048,14
EGY,diet,0.50,14000.659071481048,14
EGY,diet,afford,14000.659071481048,14
EGY,glp1,0.20,49332.88683675713,14
EGY,glp1,0.50,123725.22996951404,14
EGY,glp1,afford,248792.0725640937,14
GBR,combo,0.20,29824.868476480937,14
GBR,combo,0.50,59998.63195310737,14
GBR,combo,afford,110400.51968986072,14
GBR,diet,0.20,9736.835814698574,14
GBR,diet,0.50,9736.835814698574,14
GBR,diet,afford,9736.835814698574,14
GBR,glp1,0.20,20233.93304281185,14
GBR,glp1,0.50,50625.607895378,14
GBR,glp1,afford,101388.12928872186,14
GLB,combo,0.20,3064978.285426172,14
GLB,combo,0.50,4903544.940915423,14
GLB,combo,afford,7973065.03180954,14
GLB,diet,0.20,1840568.0540011053,14
GLB,diet,0.50,1840568.0540011053,14
GLB,diet,afford,1840568.0540011053,14
GLB,glp1,0.20,1239621.2088394882,14
GLB,glp1,0.50,3100960.3033161857,14
GLB,glp1,afford,6208315.607833374,14
IND,combo,0.20,342922.4098051548,14
IND,combo,0.50,488164.37615752267,14
IND,combo,afford,730529.3861537793,14
IND,diet,0.20,246167.7861328691,14
IND,diet,0.50,246167.7861328691,14
IND,diet,afford,246167.7861328691,14
IND,glp1,0.20,97716.45962370864,14
IND,glp1,0.50,244400.29238302895,14
IND,glp1,afford,489166.0255474728,14
ISR,combo,0.20,2243.1331602314467,14
ISR,combo,0.50,4483.819678850878,14
ISR,combo,afford,8226.990284946902,14
ISR,diet,0.20,751.4936427579844,14
ISR,diet,0.50,751.4936427579844,14
ISR,diet,afford,751.4936427579844,14
ISR,glp1,0.20,1503.3735484975805,14
ISR,glp1,0.50,3761.588900838737,14
ISR,glp1,afford,7533.778631589232,14
JPN,combo,0.20,37487.91117587598,14
JPN,combo,0.50,62864.78662200733,14
JPN,combo,afford,105195.64055751998,14
JPN,diet,0.20,20578.92047525556,14
JPN,diet,0.50,20578.92047525556,14
JPN,diet,afford,20578.92047525556,14
JPN,glp1,0.20,17051.421258293765,14
JPN,glp1,0.50,42641.53682336772,14
JPN,glp1,afford,85326.70771134744,14
MEX,combo,0.20,41021.6652962092,14
MEX,combo,0.50,88916.6989888342,14
MEX,combo,afford,169115.61958353734,14
MEX,diet,0.20,9183.649018648375,14
MEX,diet,0.50,9183.649018648375,14
MEX,diet,afford,9183.649018648375,14
MEX,glp1,0.20,31982.625753225468,14
MEX,glp1,0.50,80094.09936946709,14
MEX,glp1,afford,160652.46105250332,14
NGA,combo,0.20,15649.407253552565,14
NGA,combo,0.50,35430.41773740505,14
NGA,combo,afford,28829.92964494664,14
NGA,diet,0.20,2495.9227852621952,14
NGA,diet,0.50,2495.9227852621952,14
NGA,diet,afford,2495.9227852621952,14
NGA,glp1,0.20,13175.343928150322,14
NGA,glp1,0.50,32989.08482110656,14
NGA,glp1,afford,26377.69447705516,14
NZL,combo,0.20,2728.739434259652,14
NZL,combo,0.50,5310.631552424988,14
NZL,combo,afford,9623.236073453443,14
NZL,diet,0.20,1009.8245463909292,14
NZL,diet,0.50,1009.8245463909292,14
NZL,diet,afford,1009.8245463909292,14
NZL,glp1,0.20,1733.8807312996578,14
NZL,glp1,0.50,4338.165423983111,14
NZL,glp1,afford,8687.935228559556,14
ROU,combo,0.20,27599.107951721933,14
ROU,combo,0.50,43856.70936630357,14
ROU,combo,afford,71132.93994786167,14
ROU,diet,0.20,16804.582991948377,14
ROU,diet,0.50,16804.582991948377,14
ROU,diet,afford,16804.582991948377,14
ROU,glp1,0.20,10956.19493448208,14
ROU,glp1,0.50,27456.80239303652,14
ROU,glp1,afford,55139.39627627795,14
TUR,combo,0.20,44150.62134327667,14
TUR,combo,0.50,91780.98781608052,14
TUR,combo,afford,171560.21569754995,14
TUR,diet,0.20,12493.535047181573,14
TUR,diet,0.50,12493.535047181573,14
TUR,diet,afford,12493.535047181573,14
TUR,glp1,0.20,31844.24895988585,14
TUR,glp1,0.50,79755.0223304804,14
TUR,glp1,afford,160000.65137508334,14
USA,combo,0.20,200146.5763306477,14
USA,combo,0.50,394326.1634326686,14
USA,combo,afford,718898.6867649225,14
USA,diet,0.20,70925.3595555711,14
USA,diet,0.50,70925.3595555711,14
USA,diet,afford,70925.3595555711,14
USA,glp1,0.20,130314.6591256653,14
USA,glp1,0.50,326128.7938966899,14
USA,glp1,afford,653410.2233849528,14
ZAF,combo,0.20,8719.584642753376,14
ZAF,combo,0.50,21138.22468858561,14
ZAF,combo,afford,33591.532621539256,14
ZAF,diet,0.20,459.3608066458373,14
ZAF,diet,0.50,459.3608066458373,14
ZAF,diet,afford,459.3608066458373,14
ZAF,glp1,0.20,8265.96562378696,14
ZAF,glp1,0.50,20693.1928790407,14
ZAF,glp1,afford,33155.05722065189,14
AUS,combo,0.20,11127.158339096655,15
AUS,combo,0.50,20856.147101312832,15
AUS,combo,afford,37109.247130530464,15
AUS,diet,0.20,4650.5688389829465,15
AUS,diet,0.50,4650.5688389829465,15
AUS,diet,afford,4650.5688389829465,15
AUS,glp1,0.20,6543.236456230318,15
AUS,glp1,0.50,16371.882261998868,15
AUS,glp1,afford,32790.22069560396,15
BGD,combo,0.20,68798.68235415428,15
BGD,combo,0.50,89689.96740590285,15
BGD,combo,afford,110617.52697379592,15
BGD,diet,0.20,54891.15043933777,15
BGD,diet,0.50,54891.15043933777,15
BGD,diet,afford,54891.15043933777,15
BGD,glp1,0.20,14159.178210755368,15
BGD,glp1,0.50,35427.91440917965,15
BGD,glp1,afford,56732.9012833849,15
BGR,combo,0.20,12586.430848556029,15
BGR,combo,0.50,20990.293360872038,15
BGR,combo,afford,35094.050870442254,15
BGR,diet,0.20,7007.654336253569,15
BGR,diet,0.50,7007.654336253569,15
BGR,diet,afford,7007.654336253569,15
BGR,glp1,0.20,5650.201056624713,15
BGR,glp1,0.50,14161.43567263969,15
BGR,glp1,afford,28444.77402301745,15
BRA,combo,0.20,91775.48936743736,15
BRA,combo,0.50,167990.00052889055,15
BRA,combo,afford,295195.40597287845,15
BRA,diet,0.20,41010.70241229316,15
BRA,diet,0.50,41010.70241229316,15
BRA,diet,afford,41010.70241229316,15
BRA,glp1,0.20,51354.75004753591,15
BRA,glp1,0.50,128450.61572529264,15
BRA,glp1,afford,257115.21280229985,15
CAN,combo,0.20,15249.026896522517,15
CAN,combo,0.50,30694.342054818648,15
CAN,combo,afford,56494.420255788,15
CAN,diet,0.20,4966.493675258436,15
CAN,diet,0.50,4966.493675258436,15
CAN,diet,afford,4966.493675258436,15
CAN,glp1,0.20,10352.94099748528,15
CAN,glp1,0.50,25903.44954791735,15
CAN,glp1,afford,51877.71803025916,15
CHN,combo,0.20,839501.7897038829,15
CHN,combo,0.50,1216865.8258884775,15
CHN,combo,afford,1846866.2333163328,15
CHN,diet,0.20,588189.2818041245,15
CHN,diet,0.50,588189.2818041245,15
CHN,diet,afford,588189.2818041245,15
CHN,glp1,0.20,255093.6645745078,15
CHN,glp1,0.50,638123.0130913084,15
CHN,glp1,afford,1277548.2237432897,15
DEU,combo,0.20,59512.61592332557,15
DEU,combo,0.50,119140.44674902988,15
DEU,combo,afford,218767.1405526687,15
DEU,diet,0.20,19821.97723199217,15
DEU,diet,0.50,19821.97723199217,15
DEU,diet,afford,19821.97723199217,15
DEU,glp1,0.20,39960.77454383296,15
DEU,glp1,0.50,99992.8675890368,15
DEU,glp1,afford,200290.747136376,15
EGY,combo,0.20,69712.27087743033,15
EGY,combo,0.50,149875.59914196064,15
EGY,combo,afford,284676.7972695372,15
EGY,diet,0.20,16560.105801985104,15
EGY,diet,0.50,16560.105801985104,15
EGY,diet,afford,16560.105801985104,15
EGY,glp1,0.20,53392.87372459736,15
EGY,glp1,0.50,133917.77399610778,15
EGY,glp1,afford,269322.93078979506,15
GBR,combo,0.20,33191.120787758555,15
GBR,combo,0.50,65763.54929562459,15
GBR,combo,afford,120177.74662000932,15
GBR,diet,0.20,11507.57343459471,15
GBR,diet,0.50,11507.57343459471,15
GBR,diet,afford,11507.57343459471,15
GBR,glp1,0.20,21854.289743100424,15
GBR,glp1,0.50,54681.80896058482,15
GBR,glp1,afford,109518.37351023502,15
GLB,combo,0.20,3524077.8402760103,15
GLB,combo,0.50,5517825.392230002,15
GLB,combo,afford,8846645.171985697,15
GLB,diet,0.20,2196378.422674286,15
GLB,diet,0.50,2196378.422674286,15
GLB,diet,afford,2196378.422674286,15
GLB,glp1,0.20,1345627.650487121,15
GLB,glp1,0.50,3366221.11258972,15
GLB,glp1,afford,6739658.5418436,15
IND,combo,0.20,396630.40852607257,15
IND,combo,0.50,554046.2553988425,15
IND,combo,afford,816735.3071448479,15
IND,diet,0.20,291768.36300119286,15
IND,diet,0.50,291768.36300119286,15
IND,diet,afford,291768.36300119286,15
IND,glp1,0.20,105984.05906954072,15
IND,glp1,0.50,265082.0836472027,15
IND,glp1,afford,530572.494572542,15
ISR,combo,0.20,2540.436575871785,15
ISR,combo,0.50,5004.7689558059,15
ISR,combo,afford,9122.397587389123,15
ISR,diet,0.20,900.1231193343899,15
ISR,diet,0.50,900.1231193343899,15
ISR,diet,afford,900.1231193343899,15
ISR,glp1,0.20,1654.2340098006428,15
ISR,glp1,0.50,4139.368432123583,15
ISR,glp1,afford,8291.453467216143,15
JPN,combo,0.20,42364.76177300287,15
JPN,combo,0.50,69667.35803782646,15
JPN,combo,afford,115214.01867565066,15
JPN,diet,0.20,24173.502494297023,15
JPN,diet,0.50,24173.502494297023,15
JPN,diet,afford,24173.502494297023,15
JPN,glp1,0.20,18356.950853805207,15
JPN,glp1,0.50,45907.64249363015,15
JPN,glp1,afford,91866.61588446706,15
MEX,combo,0.20,45945.54620273826,15
MEX,combo,0.50,98458.53784104963,15
MEX,combo,afford,186412.7881426302,15
MEX,diet,0.20,11043.289416899164,15
MEX,diet,0.50,11043.289416899164,15
MEX,diet,afford,11043.289416899164,15
MEX,glp1,0.20,35073.73800745014,15
MEX,glp1,0.50,87843.511319608,15
MEX,glp1,afford,176224.52870850227,15
NGA,combo,0.20,17368.267239564702,15
NGA,combo,0.50,38976.45300583,15
NGA,combo,afford,31766.084750128164,15
NGA,diet,0.20,3000.73130111428,15
NGA,diet,0.50,3000.73130111428,15
NGA,diet,afford,3000.73130111428,15
NGA,glp1,0.20,14393.45349818768,15
NGA,glp1,0.50,36040.454375747024,15
NGA,glp1,afford,28817.15596787888,15
NZL,combo,0.20,3070.3198767089966,15
NZL,combo,0.50,5885.717445815146,15
NZL,combo,afford,10589.018126292023,15
NZL,diet,0.20,1196.1124935474293,15
NZL,diet,0.50,1196.1124935474293,15
NZL,diet,afford,1196.1124935474293,15
NZL,glp1,0.20,1891.703617893972,15
NZL,glp1,0.50,4733.290302302172,15
NZL,glp1,afford,9480.085455606417,15
ROU,combo,0.20,30919.98435486405,15
ROU,combo,0.50,48300.225442190815,15
