iso3,arm,coverage,med,yr
DEU,diet,afford,29816.476584114265,18
DEU,glp1,0.20,49144.4594906221,18
DEU,glp1,0.50,122988.6545918849,18
DEU,glp1,afford,246404.9852595708,18
EGY,combo,0.20,91034.8662535756,18
EGY,combo,0.50,190291.21592777068,18
EGY,combo,afford,357286.7020189483,18
EGY,diet,0.20,25244.14853952325,18
EGY,diet,0.50,25244.14853952325,18
EGY,diet,afford,25244.14853952325,18
EGY,glp1,0.20,66138.48734446234,18
EGY,glp1,0.50,165918.000066155,18
EGY,glp1,afford,333789.4655315036,18
GBR,combo,0.20,43993.079656785856,18
GBR,combo,0.50,83861.6776532192,18
GBR,combo,afford,150482.92864084613,18
GBR,diet,0.20,17456.988774147896,18
GBR,diet,0.50,17456.988774147896,18
GBR,diet,afford,17456.988774147896,18
GBR,glp1,0.20,26788.180092009126,18
GBR,glp1,0.50,67033.70650597777,18
GBR,glp1,afford,134279.8725508437,18
GLB,combo,0.20,5069095.5415724,18
GLB,combo,0.50,7545358.914251475,18
GLB,combo,afford,11680520.68475029,18
GLB,diet,0.20,3420251.457845638,18
GLB,diet,0.50,3420251.457845638,18
GLB,diet,afford,3420251.457845638,18
GLB,glp1,0.20,1675805.8012138964,18
GLB,glp1,0.50,4192464.5040181214,18
GLB,glp1,afford,8394823.398511892,18
IND,combo,0.20,576363.4070572872,18
IND,combo,0.50,771695.3797700495,18
IND,combo,afford,1097685.619483932,18
IND,diet,0.20,446250.6589719779,18
IND,diet,0.50,446250.6589719779,18
IND,diet,afford,446250.6589719779,18
IND,glp1,0.20,131754.23267579987,18
IND,glp1,0.50,329547.9624682394,18
IND,glp1,afford,659639.848872487,18
ISR,combo,0.20,3528.596637596774,18
ISR,combo,0.50,6705.030495276515,18
ISR,combo,afford,12015.74901543406,18
ISR,diet,0.20,1415.0904106912403,18
ISR,diet,0.50,1415.0904106912403,18
ISR,diet,afford,1415.0904106912403,18
ISR,glp1,0.20,2134.816257205764,18
ISR,glp1,0.50,5343.123197075101,18
ISR,glp1,afford,10706.713173886625,18
JPN,combo,0.20,58003.89703281016,18
JPN,combo,0.50,91044.90842702457,18
JPN,combo,afford,146176.75486984613,18
JPN,diet,0.20,35992.23178135084,18
JPN,diet,0.50,35992.23178135084,18
JPN,diet,afford,35992.23178135084,18
JPN,glp1,0.20,22251.908847242143,18
JPN,glp1,0.50,55652.75754558709,18
JPN,glp1,afford,111382.92616928974,18
MEX,combo,0.20,62263.97634167062,18
MEX,combo,0.50,129554.40216636422,18
MEX,combo,afford,242347.622288905,18
MEX,diet,0.20,17561.485404365936,18
MEX,diet,0.50,17561.485404365936,18
MEX,diet,afford,17561.485404365936,18
MEX,glp1,0.20,44964.46704786892,18
MEX,glp1,0.50,112647.7058789404,18
MEX,glp1,afford,226095.18967617452,18
NGA,combo,0.20,23108.74530859741,18
NGA,combo,0.50,50665.26876344248,18
NGA,combo,afford,41469.39154447005,18
NGA,diet,0.20,4789.146433344136,18
NGA,diet,0.50,4789.146433344136,18
NGA,diet,afford,4789.146433344136,18
NGA,glp1,0.20,18359.3820404615,18
NGA,glp1,0.50,45975.52140923227,18
NGA,glp1,afford,36759.7801371633,18
NZL,combo,0.20,4181.426098611286,18
NZL,combo,0.50,7722.892199043956,18
NZL,combo,afford,13641.547907031912,18
NZL,diet,0.20,1824.47550113666,18
NZL,diet,0.50,1824.47550113666,18
NZL,diet,afford,1824.47550113666,18
NZL,glp1,0.20,2382.695318680848,18
NZL,glp1,0.50,5962.738838603541,18
NZL,glp1,afford,11945.575054266545,18
ROU,combo,0.20,41277.84603237744,18
ROU,combo,0.50,61984.24389692248,18
ROU,combo,afford,96740.8160275904,18
ROU,diet,0.20,27533.40475387228,18
ROU,diet,0.50,27533.40475387228,18
ROU,diet,afford,27533.40475387228,18
ROU,glp1,0.20,13990.065096627795,18
ROU,glp1,0.50,35066.09065815456,18
ROU,glp1,afford,70441.93754150282,18
TUR,combo,0.20,66155.4264374697,18
TUR,combo,0.50,131599.94991864607,18
TUR,combo,afford,241293.57019835385,18
TUR,diet,0.20,22676.97455922642,18
TUR,diet,0.50,22676.97455922642,18
TUR,diet,afford,22676.97455922642,18
TUR,glp1,0.20,43800.559618044594,18
TUR,glp1,0.50,109728.40639776606,18
TUR,glp1,afford,220227.9410101618,18
USA,combo,0.20,306735.2070472192,18
USA,combo,0.50,571355.3380445475,18
USA,combo,afford,1014044.579633505,18
USA,diet,0.20,130729.95731756078,18
USA,diet,0.50,130729.95731756078,18
USA,diet,afford,130729.95731756078,18
USA,glp1,0.20,177924.7509704132,18
USA,glp1,0.50,445418.62110429147,18
USA,glp1,afford,892882.1236784382,18
ZAF,combo,0.20,12192.987491995598,18
ZAF,combo,0.50,29245.57465959476,18
ZAF,combo,afford,46355.9595862587,18
ZAF,diet,0.20,855.9411051613761,18
ZAF,diet,0.50,855.9411051613761,18
ZAF,diet,afford,855.9411051613761,18
ZAF,glp1,0.20,11347.282440525336,18
ZAF,glp1,0.50,28415.19163461109,18
ZAF,glp1,afford,45540.85976726583,18
AUS,combo,0.20,16906.583735312735,19
AUS,combo,0.50,30160.682242879106,19
AUS,combo,afford,52312.853045257565,19
AUS,diet,0.20,8085.819140064541,19
AUS,diet,0.50,8085.819140064541,19
AUS,diet,afford,8085.819140064541,19
AUS,glp1,0.20,8932.195050027025,19
AUS,glp1,0.50,22353.09723244026,19
AUS,glp1,afford,44782.32863198233,19
BGD,combo,0.20,111901.5830859675,19
BGD,combo,0.50,139528.54783348017,19
BGD,combo,afford,167205.24281458763,19
BGD,diet,0.20,93510.9981085068,19
BGD,diet,0.50,93510.9981085068,19
BGD,diet,afford,93510.9981085068,19
BGD,glp1,0.20,18789.37250939259,19
BGD,glp1,0.50,47014.81769861266,19
BGD,glp1,afford,75290.35142455137,19
BGR,combo,0.20,17874.638837594186,19
BGR,combo,0.50,28307.77580318206,19
BGR,combo,afford,45827.09224936064,19
BGR,diet,0.20,10951.161837197817,19
BGR,diet,0.50,10951.161837197817,19
BGR,diet,afford,10951.161837197817,19
BGR,glp1,0.20,7027.316905060293,19
BGR,glp1,0.50,17616.761206983698,19
BGR,glp1,afford,35398.06173287176,19
BRA,combo,0.20,142828.0601261836,19
BRA,combo,0.50,246727.8108998973,19
BRA,combo,afford,420216.2225460399,19
BRA,diet,0.20,73641.33004226902,19
BRA,diet,0.50,73641.33004226902,19
BRA,diet,afford,73641.33004226902,19
BRA,glp1,0.20,70203.04038990337,19
BRA,glp1,0.50,175622.91206889765,19
BRA,glp1,afford,351632.99255429406,19
CAN,combo,0.20,22528.85030598281,19
CAN,combo,0.50,43046.0585135466,19
CAN,combo,afford,77328.87525406758,19
CAN,diet,0.20,8872.379602421468,19
CAN,diet,0.50,8872.379602421468,19
CAN,diet,afford,8872.379602421468,19
CAN,glp1,0.20,13778.259303673378,19
CAN,glp1,0.50,34477.60251493396,19
CAN,glp1,afford,69062.48724450383,19
CHN,combo,0.20,1375443.3232846754,19
CHN,combo,0.50,1875188.586600206,19
CHN,combo,afford,2709620.154858275,19
CHN,diet,0.20,1042658.2001559256,19
CHN,diet,0.50,1042658.2001559256,19
CHN,diet,afford,1042658.2001559256,19
CHN,glp1,0.20,339160.6594444306,19
CHN,glp1,0.50,848464.3727106607,19
CHN,glp1,afford,1698813.3452787015,19
DEU,combo,0.20,85256.22446686556,19
DEU,combo,0.50,163129.68250537937,19
DEU,combo,afford,293300.3403141817,19
DEU,diet,0.20,33435.214127790554,19
DEU,diet,0.50,33435.214127790554,19
DEU,diet,afford,33435.214127790554,19
DEU,glp1,0.20,52258.50258167996,19
DEU,glp1,0.50,130787.46421903794,19
DEU,glp1,afford,262048.56046227904,19
EGY,combo,0.20,98637.44771294644,19
EGY,combo,0.50,204550.88486152343,19
EGY,combo,afford,382774.02168743865,19
EGY,diet,0.20,28440.750419845783,19
EGY,diet,0.50,28440.750419845783,19
EGY,diet,afford,28440.750419845783,19
EGY,glp1,0.20,70582.03698667043,19
EGY,glp1,0.50,177075.419080032,19
EGY,glp1,afford,356270.32868976303,19
GBR,combo,0.20,47795.936661277294,19
GBR,combo,0.50,90126.51058591776,19
GBR,combo,afford,160867.61568937526,19
GBR,diet,0.20,19622.62518675254,19
GBR,diet,0.50,19622.62518675254,19
GBR,diet,afford,19622.62518675254,19
GBR,glp1,0.20,28454.3416370836,19
GBR,glp1,0.50,71205.21939070946,19
GBR,glp1,afford,142643.4261100634,19
GLB,combo,0.20,5634370.25839667,19
GLB,combo,0.50,8276986.412534257,19
GLB,combo,afford,12690170.730317453,19
GLB,diet,0.20,3874814.656825914,19
GLB,diet,0.50,3874814.656825914,19
GLB,diet,afford,3874814.656825914,19
GLB,glp1,0.20,1789771.1281257244,19
GLB,glp1,0.50,4477665.351973306,19
GLB,glp1,afford,8966189.866447248,19
IND,combo,0.20,641781.5910927013,19
IND,combo,0.50,850214.5434122563,19
IND,combo,afford,1198077.3998211855,19
IND,diet,0.20,502944.2007522184,19
IND,diet,0.50,502944.2007522184,19
IND,diet,afford,502944.2007522184,19
IND,glp1,0.20,140662.2024892983,19
IND,glp1,0.50,351832.1048167425,19
IND,glp1,afford,704255.7994134539,19
ISR,combo,0.20,3887.4000020752624,19
ISR,combo,0.50,7314.084685658208,19
ISR,combo,afford,13044.335140477664,19
ISR,diet,0.20,1607.6622987852877,19
ISR,diet,0.50,1607.6622987852877,19
ISR,diet,afford,1607.6622987852877,19
ISR,glp1,0.20,2303.752423974609,19
ISR,glp1,0.50,5766.3652079141975,19
ISR,glp1,afford,11556.239646834523,19
JPN,combo,0.20,63481.77899881201,19
JPN,combo,0.50,98420.30868273888,19
JPN,combo,afford,156722.39500609893,19
JPN,diet,0.20,40206.99448616823,19
JPN,diet,0.50,40206.99448616823,19
JPN,diet,afford,40206.99448616823,19
JPN,glp1,0.20,23541.0309172675,19
JPN,glp1,0.50,58878.380696864566,19
JPN,glp1,afford,117843.70462119428,19
MEX,combo,0.20,68185.41366336223,19
MEX,combo,0.50,140694.68195582894,19
MEX,combo,afford,262267.7240581929,19
MEX,diet,0.20,20023.679882976463,19
MEX,diet,0.50,20023.679882976463,19
MEX,diet,afford,20023.679882976463,19
MEX,glp1,0.20,48456.65719141044,19
MEX,glp1,0.50,121408.3217007826,19
MEX,glp1,afford,243718.7058257285,19
NGA,combo,0.20,25216.387323082174,19
NGA,combo,0.50,54915.34444768794,19
NGA,combo,afford,45004.31548564248,19
NGA,diet,0.20,5473.476277826729,19
NGA,diet,0.50,5473.476277826729,19
NGA,diet,afford,5473.476277826729,19
NGA,glp1,0.20,19787.8333199756,19
NGA,glp1,0.50,49554.11932983584,19
NGA,glp1,afford,39620.65475517601,19
NZL,combo,0.20,4576.6342613883935,19
NZL,combo,0.50,8367.61955465131,19
NZL,combo,afford,14704.108481741823,19
NZL,diet,0.20,2053.8266093710185,19
NZL,diet,0.50,2053.8266093710185,19
NZL,diet,afford,2053.8266093710185,19
NZL,glp1,0.20,2551.472848727335,19
NZL,glp1,0.50,6385.425715524501,19
NZL,glp1,afford,12793.436428347117,19
ROU,combo,0.20,44821.2660877269,19
ROU,combo,0.50,66624.55651051002,19
ROU,combo,afford,103225.6113709618,19
ROU,diet,0.20,30349.529441407914,19
ROU,diet,0.50,30349.529441407914,19
ROU,diet,afford,30349.529441407914,19
ROU,glp1,0.20,14738.161431723873,19
ROU,glp1,0.50,36942.48129439226,19
ROU,glp1,afford,74215.6912306237,19
TUR,combo,0.20,72185.43258673076,19
TUR,combo,0.50,142331.076376052,19
TUR,combo,afford,259923.12399370736,19
TUR,diet,0.20,25588.350461242677,19
TUR,diet,0.50,25588.350461242677,19
TUR,diet,afford,25588.350461242677,19
TUR,glp1,0.20,46956.19917221203,19
TUR,glp1,0.50,117640.88547091452,19
TUR,glp1,afford,236132.26037032268,19
USA,combo,0.20,335630.5497917057,19
USA,combo,0.50,618281.3654746544,19
USA,combo,afford,1091230.3851388125,19
USA,diet,0.20,147656.19815139356,19
USA,diet,0.50,147656.19815139356,19
USA,diet,afford,147656.19815139356,19
USA,glp1,0.20,190118.05799127396,19
USA,glp1,0.50,475979.3764523658,19
USA,glp1,afford,954265.0932401812,19
ZAF,combo,0.20,13118.990220024554,19
ZAF,combo,0.50,31393.797108205912,19
ZAF,combo,afford,49732.846057739946,19
ZAF,diet,0.20,970.5989648049608,19
ZAF,diet,0.50,970.5989648049608,19
ZAF,diet,afford,970.5989648049608,19
ZAF,glp1,0.20,12159.886760768382,19
ZAF,glp1,0.50,30451.90408348448,19
ZAF,glp1,afford,48808.12369555595,19
AUS,combo,0.20,18480.59681265186,20
AUS,combo,0.50,32656.589324258337,20
AUS,combo,afford,56352.19275096852,20
AUS,diet,0.20,9046.95020779531,20
AUS,diet,0.50,9046.95020779531,20
AUS,diet,afford,9046.95020779531,20
AUS,glp1,0.20,9557.25204624566,20
AUS,glp1,0.50,23918.317113168312,20
AUS,glp1,afford,47921.44329268362,20
BGD,combo,0.20,123745.35311140932,20
BGD,combo,0.50,153136.74616225576,20
BGD,combo,afford,182581.41279039765,20
BGD,diet,0.20,104180.43182834542,20
BGD,diet,0.50,104180.43182834542,20
BGD,diet,afford,104180.43182834542,20
BGD,glp1,0.20,20002.10506727003,20
BGD,glp1,0.50,50049.67690465264,20
BGD,glp1,afford,80151.00595594199,20
BGR,combo,0.20,19210.392188373327,20
BGR,combo,0.50,30133.606170122213,20
BGR,combo,afford,48477.91520394285,20
BGR,diet,0.20,11962.196116179786,20
BGR,diet,0.50,11962.196116179786,20
BGR,diet,afford,11962.196116179786,20
BGR,glp1,0.20,7359.903975759393,20
BGR,glp1,0.50,18451.315181024827,20
BGR,glp1,afford,37077.66284301879,20
BRA,combo,0.20,157015.41654558215,20
BRA,combo,0.50,268213.5966920977,20
BRA,combo,afford,453908.011984175,20
BRA,diet,0.20,82973.4527090839,20
BRA,diet,0.50,82973.4527090839,20
BRA,diet,afford,82973.4527090839,20
BRA,glp1,0.20,75175.92566648533,20
BRA,glp1,0.50,188070.67315079505,20
BRA,glp1,afford,376580.72176538734,20
CAN,combo,0.20,24501.620967933763,20
CAN,combo,0.50,46320.027366856186,20
CAN,combo,afford,82779.62336581152,20
CAN,diet,0.20,9979.69415544672,20
CAN,diet,0.50,9979.69415544672,20
CAN,diet,afford,9979.69415544672,20
CAN,glp1,0.20,14657.912921730693,20
CAN,glp1,0.50,36679.730684497765,20
CAN,glp1,afford,73476.79888885643,20
CHN,combo,0.20,1524987.7627818573,20
CHN,combo,0.50,2056546.1037660944,20
CHN,combo,afford,2944122.2024905235,20
CHN,diet,0.20,1171024.4248366188,20
CHN,diet,0.50,1171024.4248366188,20
CHN,diet,afford,1171024.4248366188,20
CHN,glp1,0.20,361042.81456464494,20
CHN,glp1,0.50,903216.4531759229,20
CHN,glp1,afford,1808473.8368552064,20
DEU,combo,0.20,92080.4814099267,20
DEU,combo,0.50,174600.4669990056,20
DEU,combo,afford,312553.91142232285,20
DEU,diet,0.20,37171.35157113614,20
DEU,diet,0.50,37171.35157113614,20
DEU,diet,afford,37171.35157113614,20
DEU,glp1,0.20,55391.011906848216,20
DEU,glp1,0.50,138633.20796863377,20
DEU,glp1,afford,277788.5876442052,20
EGY,combo,0.20,106472.84356916646,20
EGY,combo,0.50,219190.03238468672,20
EGY,combo,afford,408889.98511287017,20
EGY,diet,0.20,31773.55115617025,20
EGY,diet,0.50,31773.55115617025,20
EGY,diet,afford,31773.55115617025,20
EGY,glp1,0.20,75122.90115240356,20
EGY,glp1,0.50,188477.91158689663,20
EGY,glp1,afford,379247.3819990397,20
GBR,combo,0.20,51685.496841044944,20
GBR,combo,0.50,96491.02734747608,20
GBR,combo,afford,171374.07200418762,20
GBR,diet,0.20,21866.42272393904,20
GBR,diet,0.50,21866.42272393904,20
GBR,diet,afford,21866.42272393904,20
GBR,glp1,0.20,30129.770215959405,20
GBR,glp1,0.50,75400.08034468016,20
GBR,glp1,afford,151054.2815163125,20
GLB,combo,0.20,6222147.353229761,20
GLB,combo,0.50,9033760.054234743,20
GLB,combo,afford,13729399.3854891,20
GLB,diet,0.20,4350124.238340938,20
GLB,diet,0.50,4350124.238340938,20
GLB,diet,afford,4350124.238340938,20
GLB,glp1,0.20,1905591.84168878,20
GLB,glp1,0.50,4767515.616007279,20
GLB,glp1,afford,9546891.810212012,20
IND,combo,0.20,709646.4067646842,20
IND,combo,0.50,931404.234421636,20
IND,combo,afford,1301513.8570063245,20
IND,diet,0.20,561935.3565887494,20
IND,diet,0.50,561935.3565887494,20
IND,diet,afford,561935.3565887494,20
IND,glp1,0.20,149723.15257717593,20
IND,glp1,0.50,374499.10403027455,20
IND,glp1,afford,749638.8231026019,20
ISR,combo,0.20,4259.773411259061,20
ISR,combo,0.50,7942.801147816074,20
ISR,combo,afford,14102.911788986474,20
ISR,diet,0.20,1809.785288713096,20
ISR,diet,0.50,1809.785288713096,20
ISR,diet,afford,1809.785288713096,20
ISR,glp1,0.20,2476.8143041696503,20
ISR,glp1,0.50,6199.986526219096,20
ISR,glp1,afford,12426.745896537894,20
JPN,combo,0.20,69063.95858226057,20
JPN,combo,0.50,105891.92665511172,20
JPN,combo,afford,167351.058376474,20
JPN,diet,0.20,44531.50672381601,20
JPN,diet,0.50,44531.50672381601,20
JPN,diet,afford,44531.50672381601,20
JPN,glp1,0.20,24825.11502598895,20
JPN,glp1,0.50,62091.51023672948,20
JPN,glp1,afford,124279.84443616935,20
MEX,combo,0.20,74329.99831793352,20
MEX,combo,0.50,152195.33975153737,20
MEX,combo,afford,282782.9799779609,20
MEX,diet,0.20,22618.99959124668,20
MEX,diet,0.50,22618.99959124668,20
MEX,diet,afford,22618.99959124668,20
MEX,glp1,0.20,52040.03127539936,20
MEX,glp1,0.50,130399.12852889576,20
MEX,glp1,afford,261810.2422085234,20
NGA,combo,0.20,27419.87319935024,20
NGA,combo,0.50,59341.56046483776,20
NGA,combo,afford,48688.56119845668,20
NGA,diet,0.20,6200.380299400527,20
NGA,diet,0.50,6200.380299400527,20
NGA,diet,afford,6200.380299400527,20
NGA,glp1,0.20,21269.792498762083,20
NGA,glp1,0.50,53266.88078156033,20
NGA,glp1,afford,42588.75437684206,20
NZL,combo,0.20,4982.485059756557,20
NZL,combo,0.50,9026.23416609802,20
NZL,combo,afford,15786.070271218654,20
NZL,diet,0.20,2291.683657829741,20
NZL,diet,0.50,2291.683657829741,20
NZL,diet,afford,2291.683657829741,20
NZL,glp1,0.20,2722.452776658912,20
NZL,glp1,0.50,6813.660236394145,20
NZL,glp1,afford,13652.53268857392,20
ROU,combo,0.20,48394.88554297092,20
ROU,combo,0.50,71289.90389036601,20
ROU,combo,afford,109726.81276299144,20
ROU,diet,0.20,33199.29278290053,20
ROU,diet,0.50,33199.29278290053,20
ROU,diet,afford,33199.29278290053,20
ROU,glp1,0.20,15482.648176854616,20
ROU,glp1,0.50,38809.851109169766,20
ROU,glp1,afford,77971.40869717914,20
TUR,combo,0.20,78406.9536599386,20
TUR,combo,0.50,153347.64846073493,20
TUR,combo,afford,278997.5350580059,20
TUR,diet,0.20,28629.323182458214,20
TUR,diet,0.50,28629.323182458214,20
TUR,diet,afford,28629.323182458214,20
TUR,glp1,0.20,50174.800512643495,20
TUR,glp1,0.50,125711.85501423466,20
TUR,glp1,afford,252357.2331279844,20
USA,combo,0.20,365219.4204480545,20
USA,combo,0.50,666007.9894055359,20
USA,combo,afford,1169405.8893961038,20
USA,diet,0.20,165207.1917480711,20
USA,diet,0.50,165207.1917480711,20
USA,diet,afford,165207.1917480711,20
USA,glp1,0.20,202384.71989616903,20
USA,glp1,0.50,506727.5985488157,20
USA,glp1,afford,1016036.8386107064,20
ZAF,combo,0.20,14066.972007154973,20
ZAF,combo,0.50,33588.80484990321,20
ZAF,combo,afford,53181.56399592908,20
ZAF,diet,0.20,1090.8250127058282,20
ZAF,diet,0.50,1090.8250127058282,20
ZAF,diet,afford,1090.8250127058282,20
ZAF,glp1,0.20,12988.948646216191,20
ZAF,glp1,0.50,32529.95072982617,20
ZAF,glp1,afford,52141.83882251974,20
AUS,combo,0.20,20098.69007833944,21
AUS,combo,0.50,35210.610760679774,21
AUS,combo,afford,60473.40536502381,21
AUS,diet,0.20,10042.896096226745,21
AUS,diet,0.50,10042.896096226745,21
AUS,diet,afford,10042.896096226745,21
AUS,glp1,0.20,10191.884961558888,21
AUS,glp1,0.50,25507.618294200445,21
AUS,glp1,afford,51109.19760595202,21
BGD,combo,0.20,135949.4087260012,21
BGD,combo,0.50,167134.91892711364,21
BGD,combo,afford,198377.33431120391,21
BGD,diet,0.20,115190.40743073264,21
BGD,diet,0.50,115190.40743073264,21
BGD,diet,afford,115190.40743073264,21
BGD,glp1,0.20,21235.002083458407,21
BGD,glp1,0.50,53135.02885660983,21
BGD,glp1,afford,85092.57986024347,21
BGR,combo,0.20,20545.53204364152,21
BGR,combo,0.50,31952.403892735187,21
BGR,combo,afford,51110.94231108004,21
BGR,diet,0.20,12976.881100040746,21
BGR,diet,0.50,12976.881100040746,21
BGR,diet,afford,12976.881100040746,21
BGR,glp1,0.20,7688.10493358054,21
BGR,glp1,0.50,19274.884105413345,21
BGR,glp1,afford,38735.224485685794,21
BRA,combo,0.20,171702.16604436585,21
BRA,combo,0.50,290335.7815287744,21
BRA,combo,afford,488467.3418458268,21
BRA,diet,0.20,92714.32457639666,21
BRA,diet,0.50,92714.32457639666,21
BRA,diet,afford,92714.32457639666,21
BRA,glp1,0.20,80242.92370233405,21
BRA,glp1,0.50,200754.82433297948,21
BRA,glp1,afford,402004.95030977065,21
CAN,combo,0.20,26524.313160286256,21
CAN,combo,0.50,49653.39780311444,21
CAN,combo,afford,88305.82410292524,21
CAN,diet,0.20,11130.672314957174,21
CAN,diet,0.50,11130.672314957174,21
CAN,diet,afford,11130.672314957174,21
CAN,glp1,0.20,15544.242380295764,21
CAN,glp1,0.50,38898.64711755903,21
CAN,glp1,afford,77925.01844632877,21
CHN,combo,0.20,1679750.0229669225,21
CHN,combo,0.50,2243545.40129662,21
CHN,combo,afford,3184975.7239478943,21
CHN,diet,0.20,1304326.6065933106,21
CHN,diet,0.50,1304326.6065933106,21
CHN,diet,afford,1304326.6065933106,21
CHN,glp1,0.20,383222.9583099788,21
CHN,glp1,0.50,958714.8843754098,21
CHN,glp1,afford,1919631.6190133377,21
DEU,combo,0.20,99019.9771446595,21
DEU,combo,0.50,186206.18208180036,21
DEU,combo,afford,331977.1963981198,21
DEU,diet,0.20,41010.0849317581,21
DEU,diet,0.50,41010.0849317581,21
DEU,diet,afford,41010.0849317581,21
DEU,glp1,0.20,58536.78533537824,21
DEU,glp1,0.50,146512.86724714033,21
DEU,glp1,afford,293598.9879634628,21
EGY,combo,0.20,114530.31300884958,21
EGY,combo,0.50,234194.4890014085,21
EGY,combo,afford,435615.1030528831,21
EGY,diet,0.20,35234.19330632518,21
EGY,diet,0.50,35234.19330632518,21
EGY,diet,afford,35234.19330632518,21
EGY,glp1,0.20,79758.55943338535,21
EGY,glp1,0.50,200119.322756902,21
EGY,glp1,afford,402708.8075696018,21
GBR,combo,0.20,55653.86294895278,21
GBR,combo,0.50,102945.96365524194,21
GBR,combo,afford,181990.7382140017,21
GBR,diet,0.20,24181.39141327625,21
GBR,diet,0.50,24181.39141327625,21
GBR,diet,afford,24181.39141327625,21
GBR,glp1,0.20,31813.462016122005,21
GBR,glp1,0.50,79615.77382014628,21
GBR,glp1,afford,159507.38730506515,21
GLB,combo,0.20,6830949.610498744,21
GLB,combo,0.50,9814110.547368793,21
GLB,combo,afford,14796484.303795973,21
GLB,diet,0.20,4844764.475237628,21
GLB,diet,0.50,4844764.475237628,21
GLB,diet,afford,4844764.475237628,21
GLB,glp1,0.20,2023195.096117104,21
GLB,glp1,0.50,5061833.337340649,21
GLB,glp1,afford,10136565.823305814,21
IND,combo,0.20,779790.8197764243,21
IND,combo,0.50,1015089.2218499642,21
IND,combo,afford,1407806.1793354298,21
IND,diet,0.20,623062.5767776825,21
IND,diet,0.50,623062.5767776825,21
IND,diet,afford,623062.5767776825,21
IND,glp1,0.20,158931.0377072126,21
IND,glp1,0.50,397533.87600554177,21
IND,glp1,afford,795758.848042581,21
ISR,combo,0.20,4645.151003919589,21
ISR,combo,0.50,8590.445364502677,21
ISR,combo,afford,15190.45836267108,21
ISR,diet,0.20,2021.0046942651452,21
ISR,diet,0.50,2021.0046942651452,21
ISR,diet,afford,2021.0046942651452,21
ISR,glp1,0.20,2653.884165298241,21
ISR,glp1,0.50,6643.69091604957,21
ISR,glp1,afford,13317.633169228817,21
JPN,combo,0.20,74737.22662792917,21
JPN,combo,0.50,113446.56075179036,21
JPN,combo,afford,178049.52832648254,21
JPN,diet,0.20,48952.54750724259,21
JPN,diet,0.50,48952.54750724259,21
JPN,diet,afford,48952.54750724259,21
JPN,glp1,0.20,26104.10115926529,21
JPN,glp1,0.50,65291.98572276192,21
JPN,glp1,afford,130690.98952148102,21
MEX,combo,0.20,80686.47537330794,21
MEX,combo,0.50,164038.5346793188,21
MEX,combo,afford,303864.6142682155,21
MEX,diet,0.20,25340.58809073612,21
MEX,diet,0.50,25340.58809073612,21
MEX,diet,afford,25340.58809073612,21
MEX,glp1,0.20,55710.06632563584,21
MEX,glp1,0.50,139608.83058848843,21
MEX,glp1,afford,280347.2565419293,21
NGA,combo,0.20,29717.83617641875,21
NGA,combo,0.50,63941.91128819423,21
NGA,combo,afford,52520.33354624017,21
NGA,diet,0.20,6968.930190498835,21
NGA,diet,0.50,6968.930190498835,21
NGA,diet,afford,6968.930190498835,21
NGA,glp1,0.20,22804.809826126024,21
NGA,glp1,0.50,57112.7003366596,21
NGA,glp1,afford,45663.18959685828,21
NZL,combo,0.20,5398.0179929104825,21
NZL,combo,0.50,9697.481537515469,21
NZL,combo,afford,16885.685558070083,21
NZL,diet,0.20,2537.2813277397454,21
NZL,diet,0.50,2537.2813277397454,21
NZL,diet,afford,2537.2813277397454,21
NZL,glp1,0.20,2895.430077351311,21
NZL,glp1,0.50,7246.928563703664,21
NZL,glp1,afford,14521.831945450414,21
ROU,combo,0.20,51991.63304650494,21
ROU,combo,0.50,75973.3694506981,21
ROU,combo,afford,116237.78486965343,21
ROU,diet,0.20,36075.52611742679,21
ROU,diet,0.50,36075.52611742679,21
ROU,diet,afford,36075.52611742679,21
ROU,glp1,0.20,16223.59226492906,21
ROU,glp1,0.50,40668.37550186405,21
ROU,glp1,afford,81709.46742505215,21
TUR,combo,0.20,84810.43648494601,21
TUR,combo,0.50,164636.97592546005,21
TUR,combo,afford,298498.88935382443,21
TUR,diet,0.20,31792.432364692937,21
TUR,diet,0.50,31792.432364692937,21
TUR,diet,afford,31792.432364692937,21
TUR,glp1,0.20,53454.15814866813,21
TUR,glp1,0.50,133935.80330459305,21
TUR,glp1,afford,268891.8415419264,21
USA,combo,0.20,395409.6108892912,21
USA,combo,0.50,714415.8961559841,21
USA,combo,afford,1248405.891298945,21
USA,diet,0.20,183308.62359749188,21
USA,diet,0.50,183308.62359749188,21
USA,diet,afford,183308.62359749188,21
USA,glp1,0.20,214705.8268180313,21
USA,glp1,0.50,537615.743639,21
USA,glp1,afford,1078101.3715135066,21
ZAF,combo,0.20,15036.363784740695,21
ZAF,combo,0.50,35829.57452056132,21
ZAF,combo,afford,56700.628041153366,21
ZAF,diet,0.20,1216.3490745024274,21
ZAF,diet,0.50,1216.3490745024274,21
ZAF,diet,afford,1216.3490745024274,21
ZAF,glp1,0.20,13834.166192067963,21
ZAF,glp1,0.50,34648.57085567569,21
ZAF,glp1,afford,55540.77791473926,21
AUS,combo,0.20,21757.5628102398,22
AUS,combo,0.50,37818.433279320256,22
AUS,combo,afford,64670.477416629714,22
AUS,diet,0.20,11071.02796468834,22
