iso3,outcome,glp1_channel,conv_wt,deaths,deaths_lo,deaths_hi
CHN,IschStroke,纯直接效应-结构不可及,0.0,0.4497204597344473,-1.6206097018071965,4.0465034057794025
CHN,IschStroke,部分汇流-结构小部可及,0.1706666666666666,2.7925923126799987,-2.382340278615943,9.083398366150579
CHN,SAH,基本不汇流-结构近乎不可及,0.0299999999999999,0.4773290618994448,-0.024772608669039225,1.0886709551962812
CHN,SAH,完全汇流-结构可及,1.0,1.2756169457191486,0.32783054794820127,2.8886039952213505
CHN,SAH,纯直接效应-结构不可及,0.0,-0.4935204444392913,-2.6468625643010313,1.1800232850323265
CHN,T2D,完全汇流-结构可及,1.0,3.28079597690822,0.30316995891646703,7.953781843717663
CHN,T2D,纯直接效应-结构不可及,0.0,0.0740855476911096,0.010166533381387682,0.1987505801035448
DEU,CKD,完全汇流-结构可及,1.0,6.236492124677394,1.6073438056754439,14.901676165859628
DEU,ICH,基本不汇流-结构近乎不可及,0.024,0.6567349239368954,-0.0441240372521363,1.394503414563877
DEU,ICH,完全汇流-结构可及,1.0,0.6645191241971949,0.004163099882364172,2.323500073917685
DEU,ICH,纯直接效应-结构不可及,0.0,-0.86780659332053,-4.883515296570876,2.2004435317298303
DEU,ICH,部分汇流-结构小部可及,0.119,0.0162877604851218,-6.934307776667101e-05,0.0921478728817622
DEU,IHD,基本不汇流-结构近乎不可及,0.006,13.14864155854633,-12.714631447125733,42.743169550173235
DEU,IHD,完全汇流-结构可及,1.0,5.6384655721847325,0.028345912667602117,19.583272703188076
DEU,IHD,纯直接效应-结构不可及,0.0,31.21181146250115,-7.866645190125776,75.32156941308484
DEU,IHD,部分汇流-结构小部可及,0.2012,27.734565383411287,9.711898360890485,50.037898967445074
DEU,IschStroke,完全汇流-结构可及,1.0,2.208100169897122,0.18576774590206296,7.324311007307536
DEU,IschStroke,纯直接效应-结构不可及,0.0,0.3446413852564944,-0.5877055862136943,1.8659364330797752
DEU,IschStroke,部分汇流-结构小部可及,0.1706666666666666,1.2558918688470344,-1.187860155393255,3.8925813672203433
DEU,SAH,基本不汇流-结构近乎不可及,0.0299999999999999,0.2590455598055927,-0.01806799093365089,0.5593983909333481
DEU,SAH,完全汇流-结构可及,1.0,0.2060103165914358,0.001924789409561973,0.7549138412295074
DEU,SAH,纯直接效应-结构不可及,0.0,-0.3704204731857257,-2.040515827314604,0.8715253963606342
DEU,T2D,完全汇流-结构可及,1.0,7.2665520768979555,1.8827749746445368,14.159687506355683
DEU,T2D,纯直接效应-结构不可及,0.0,0.1432145688565498,0.04620150027162391,0.276888997940456
EGY,CKD,完全汇流-结构可及,1.0,20.721604370913195,3.4707969510431202,59.58485866398025
EGY,ICH,基本不汇流-结构近乎不可及,0.024,2.039549863433121,-0.10120641557594766,5.540598596080805
EGY,ICH,完全汇流-结构可及,1.0,1.7248240192889177,0.011571926213186728,8.002723229946008
EGY,ICH,纯直接效应-结构不可及,0.0,-0.9455976119389332,-4.994619745244907,2.357986481044392
EGY,ICH,部分汇流-结构小部可及,0.119,-2.136491652887965e-05,-0.00011267390681888494,1.1197087221262615e-05
EGY,IHD,基本不汇流-结构近乎不可及,0.006,64.43083044759216,-153.31136249775057,257.02315458753384
EGY,IHD,完全汇流-结构可及,1.0,29.8502323768137,0.29781404404122064,113.61235981627927
EGY,IHD,纯直接效应-结构不可及,0.0,63.34690899237194,-25.359934848649175,194.03482520372683
