iso3,outcome,averted_10yr,gdd_var
NZL,IHD,8720.490516741222,v37
NZL,IschStroke,2709.9367730027916,v37
ROU,CKD,3429.314601116569,v37
ROU,IHD,54040.37360632436,v37
ROU,IschStroke,60803.81388103948,v37
TUR,CKD,22332.168684277945,v37
TUR,IHD,151267.7712517437,v37
TUR,IschStroke,47219.28136261791,v37
USA,CKD,124403.99319258278,v37
USA,IHD,608789.2660484008,v37
USA,IschStroke,177621.48139149757,v37
ZAF,CKD,10705.839994049697,v37
ZAF,IHD,29468.460955253704,v37
ZAF,IschStroke,32224.078052217243,v37
AUS,T2D_incidence,13550.880066950416,v01
BGD,T2D_incidence,238486.79002120794,v01
BGR,T2D_incidence,12044.602965300039,v01
BRA,T2D_incidence,139169.35976874683,v01
CAN,T2D_incidence,13434.374368658413,v01
CHN,T2D_incidence,1634367.2081630263,v01
DEU,T2D_incidence,44509.613908698244,v01
EGY,T2D_incidence,47558.58530255274,v01
GBR,T2D_incidence,50133.819031066414,v01
GLB,T2D_incidence,8478104.09607985,v01
IND,T2D_incidence,4926018.513179889,v01
ISR,T2D_incidence,1365.8425164091414,v01
JPN,T2D_incidence,202633.06103370397,v01
MEX,T2D_incidence,145134.93678346768,v01
NGA,T2D_incidence,135239.8451676719,v01
NZL,T2D_incidence,3748.1903562986886,v01
ROU,T2D_incidence,9125.130064234418,v01
TUR,T2D_incidence,7510.304810248366,v01
USA,T2D_incidence,303838.8966211973,v01
ZAF,T2D_incidence,238187.30298452073,v01
AUS,T2D_incidence,1169.4589778901327,v02
BGD,T2D_incidence,346229.904810404,v02
BGR,T2D_incidence,173.07245911865695,v02
BRA,T2D_incidence,147698.68269793963,v02
CAN,T2D_incidence,2968.4524273207867,v02
CHN,T2D_incidence,-1532.239083432231,v02
DEU,T2D_incidence,4146.293338419618,v02
EGY,T2D_incidence,565.269172061868,v02
GBR,T2D_incidence,3988.8601703605873,v02
GLB,T2D_incidence,128748.19323163165,v02
IND,T2D_incidence,164846.75149290773,v02
ISR,T2D_incidence,36.87343030220742,v02
JPN,T2D_incidence,2086.401622245163,v02
MEX,T2D_incidence,73021.96085322827,v02
NGA,T2D_incidence,37629.34235001158,v02
NZL,T2D_incidence,305.4631498759122,v02
ROU,T2D_incidence,46.3468561419061,v02
TUR,T2D_incidence,-149.6818657145229,v02
USA,T2D_incidence,13447.494944758859,v02
ZAF,T2D_incidence,133511.6631099323,v02
AUS,T2D_incidence,0.0,v05
BGD,T2D_incidence,0.0,v05
BGR,T2D_incidence,0.0,v05
BRA,T2D_incidence,0.0,v05
CAN,T2D_incidence,0.0,v05
CHN,T2D_incidence,0.0,v05
DEU,T2D_incidence,0.0,v05
EGY,T2D_incidence,0.0,v05
GBR,T2D_incidence,0.0,v05
GLB,T2D_incidence,0.0,v05
IND,T2D_incidence,0.0,v05
ISR,T2D_incidence,0.0,v05
JPN,T2D_incidence,0.0,v05
MEX,T2D_incidence,0.0,v05
NGA,T2D_incidence,0.0,v05
NZL,T2D_incidence,0.0,v05
ROU,T2D_incidence,0.0,v05
TUR,T2D_incidence,0.0,v05
USA,T2D_incidence,0.0,v05
ZAF,T2D_incidence,0.0,v05
AUS,T2D_incidence,0.0,v06
BGD,T2D_incidence,0.0,v06
BGR,T2D_incidence,0.0,v06
BRA,T2D_incidence,0.0,v06
CAN,T2D_incidence,0.0,v06
CHN,T2D_incidence,0.0,v06
DEU,T2D_incidence,0.0,v06
EGY,T2D_incidence,0.0,v06
GBR,T2D_incidence,0.0,v06
GLB,T2D_incidence,0.0,v06
IND,T2D_incidence,0.0,v06
ISR,T2D_incidence,0.0,v06
JPN,T2D_incidence,0.0,v06
MEX,T2D_incidence,0.0,v06
NGA,T2D_incidence,0.0,v06
NZL,T2D_incidence,0.0,v06
ROU,T2D_incidence,0.0,v06
TUR,T2D_incidence,0.0,v06
USA,T2D_incidence,0.0,v06
ZAF,T2D_incidence,0.0,v06
AUS,T2D_incidence,73752.82831212934,v08
BGD,T2D_incidence,976719.6433925241,v08
BGR,T2D_incidence,14360.95849534992,v08
BRA,T2D_incidence,457093.42953605804,v08
CAN,T2D_incidence,72429.08152606591,v08
CHN,T2D_incidence,3254752.1058324063,v08
DEU,T2D_incidence,172966.96699046448,v08
EGY,T2D_incidence,57215.38370573163,v08
GBR,T2D_incidence,188557.60942472552,v08
GLB,T2D_incidence,13432010.660100676,v08
IND,T2D_incidence,2598202.693995986,v08
ISR,T2D_incidence,15076.1402201141,v08
JPN,T2D_incidence,556129.9757370354,v08
MEX,T2D_incidence,14103.39146344184,v08
NGA,T2D_incidence,22618.590251894304,v08
NZL,T2D_incidence,17037.715221878196,v08
ROU,T2D_incidence,22514.433387168414,v08
TUR,T2D_incidence,123813.32405386923,v08
USA,T2D_incidence,1323237.954714057,v08
ZAF,T2D_incidence,9292.111877382193,v08
AUS,T2D_incidence,16460.835916907527,v09
BGD,T2D_incidence,35306.94583890557,v09
BGR,T2D_incidence,9334.935959092572,v09
BRA,T2D_incidence,132641.93232334478,v09
CAN,T2D_incidence,38495.41935398701,v09
CHN,T2D_incidence,570814.7428942015,v09
DEU,T2D_incidence,97266.87438217064,v09
EGY,T2D_incidence,86280.03960754412,v09
GBR,T2D_incidence,71528.3065453037,v09
GLB,T2D_incidence,6128368.348448018,v09
IND,T2D_incidence,357788.6413147082,v09
ISR,T2D_incidence,6467.32842517105,v09
JPN,T2D_incidence,133473.6193374966,v09
MEX,T2D_incidence,149654.72328439998,v09
NGA,T2D_incidence,52238.176997889466,v09
NZL,T2D_incidence,5398.315646216619,v09
ROU,T2D_incidence,21716.5977715049,v09
TUR,T2D_incidence,43580.99682231607,v09
USA,T2D_incidence,650464.6310815357,v09
ZAF,T2D_incidence,37979.530624686406,v09
AUS,T2D_incidence,0.0,v10
BGD,T2D_incidence,0.0,v10
BGR,T2D_incidence,0.0,v10
BRA,T2D_incidence,0.0,v10
CAN,T2D_incidence,0.0,v10
CHN,T2D_incidence,0.0,v10
DEU,T2D_incidence,0.0,v10
EGY,T2D_incidence,0.0,v10
GBR,T2D_incidence,0.0,v10
GLB,T2D_incidence,0.0,v10
IND,T2D_incidence,0.0,v10
ISR,T2D_incidence,0.0,v10
JPN,T2D_incidence,0.0,v10
MEX,T2D_incidence,0.0,v10
NGA,T2D_incidence,0.0,v10
NZL,T2D_incidence,0.0,v10
ROU,T2D_incidence,0.0,v10
TUR,T2D_incidence,0.0,v10
USA,T2D_incidence,0.0,v10
ZAF,T2D_incidence,0.0,v10
AUS,T2D_incidence,11496.352490256091,v15
BGD,T2D_incidence,6260.453712889638,v15
BGR,T2D_incidence,6764.109030304656,v15
BRA,T2D_incidence,161983.4954626747,v15
CAN,T2D_incidence,23714.62662661167,v15
CHN,T2D_incidence,477312.990664639,v15
DEU,T2D_incidence,59144.07803338177,v15
EGY,T2D_incidence,86016.97291379859,v15
GBR,T2D_incidence,41926.4817582472,v15
GLB,T2D_incidence,3960593.8355524717,v15
IND,T2D_incidence,438543.9448516557,v15
ISR,T2D_incidence,6179.077114360081,v15
JPN,T2D_incidence,69239.71312738379,v15
MEX,T2D_incidence,302806.9575573568,v15
NGA,T2D_incidence,18238.677000912772,v15
NZL,T2D_incidence,3162.7922330218844,v15
ROU,T2D_incidence,15775.498519919445,v15
TUR,T2D_incidence,81415.16607452575,v15
USA,T2D_incidence,482137.5435821289,v15
ZAF,T2D_incidence,51199.5659004389,v15
AUS,T2D_incidence,0.0,v29
BGD,T2D_incidence,0.0,v29
BGR,T2D_incidence,0.0,v29
BRA,T2D_incidence,0.0,v29
CAN,T2D_incidence,0.0,v29
CHN,T2D_incidence,0.0,v29
DEU,T2D_incidence,0.0,v29
EGY,T2D_incidence,0.0,v29
GBR,T2D_incidence,0.0,v29
GLB,T2D_incidence,0.0,v29
IND,T2D_incidence,0.0,v29
ISR,T2D_incidence,0.0,v29
JPN,T2D_incidence,0.0,v29
MEX,T2D_incidence,0.0,v29
NGA,T2D_incidence,0.0,v29
NZL,T2D_incidence,0.0,v29
ROU,T2D_incidence,0.0,v29
TUR,T2D_incidence,0.0,v29
USA,T2D_incidence,0.0,v29
ZAF,T2D_incidence,0.0,v29
AUS,T2D_incidence,0.0,v30
BGD,T2D_incidence,0.0,v30
BGR,T2D_incidence,0.0,v30
BRA,T2D_incidence,0.0,v30
CAN,T2D_incidence,0.0,v30
CHN,T2D_incidence,0.0,v30
DEU,T2D_incidence,0.0,v30
EGY,T2D_incidence,0.0,v30
GBR,T2D_incidence,0.0,v30
GLB,T2D_incidence,0.0,v30
IND,T2D_incidence,0.0,v30
ISR,T2D_incidence,0.0,v30
JPN,T2D_incidence,0.0,v30
MEX,T2D_incidence,0.0,v30
NGA,T2D_incidence,0.0,v30
NZL,T2D_incidence,0.0,v30
ROU,T2D_incidence,0.0,v30
TUR,T2D_incidence,0.0,v30
USA,T2D_incidence,0.0,v30
ZAF,T2D_incidence,0.0,v30
AUS,T2D_incidence,2063.2090041890483,v34
BGD,T2D_incidence,85088.91711544656,v34
BGR,T2D_incidence,1165.953193841909,v34
BRA,T2D_incidence,16853.385418732953,v34
CAN,T2D_incidence,1196.337085013791,v34
CHN,T2D_incidence,62619.41960279229,v34
DEU,T2D_incidence,6350.190999626093,v34
EGY,T2D_incidence,-2564.819074818415,v34
GBR,T2D_incidence,4369.616145071755,v34
GLB,T2D_incidence,485870.50981247413,v34
IND,T2D_incidence,139063.26335380683,v34
ISR,T2D_incidence,108.9404719433552,v34
JPN,T2D_incidence,38384.30300396071,v34
MEX,T2D_incidence,-4193.655989243619,v34
NGA,T2D_incidence,-1586.9786364063684,v34
NZL,T2D_incidence,462.0921217343324,v34
ROU,T2D_incidence,200.77292128626382,v34
TUR,T2D_incidence,-1902.3440993204822,v34
USA,T2D_incidence,38971.55632574608,v34
ZAF,T2D_incidence,4561.797065806859,v34
AUS,T2D_incidence,0.0,v37
BGD,T2D_incidence,0.0,v37
BGR,T2D_incidence,0.0,v37
BRA,T2D_incidence,0.0,v37
CAN,T2D_incidence,0.0,v37
CHN,T2D_incidence,0.0,v37
DEU,T2D_incidence,0.0,v37
EGY,T2D_incidence,0.0,v37
GBR,T2D_incidence,0.0,v37
GLB,T2D_incidence,0.0,v37
IND,T2D_incidence,0.0,v37
ISR,T2D_incidence,0.0,v37
JPN,T2D_incidence,0.0,v37
MEX,T2D_incidence,0.0,v37
NGA,T2D_incidence,0.0,v37
NZL,T2D_incidence,0.0,v37
ROU,T2D_incidence,0.0,v37
TUR,T2D_incidence,0.0,v37
USA,T2D_incidence,0.0,v37
ZAF,T2D_incidence,0.0,v37
