iso3,yr,cum_averted,gdd_var,factor
NGA,28,513.1,v15,Red meat
NZL,28,180.9,v15,Red meat
ROU,28,1819.1,v15,Red meat
TUR,28,5014.9,v15,Red meat
USA,28,30495.2,v15,Red meat
ZAF,28,373.8,v15,Red meat
AUS,29,968.0,v15,Red meat
BGD,29,184.6,v15,Red meat
BGR,29,479.3,v15,Red meat
BRA,29,6805.2,v15,Red meat
CAN,29,1185.9,v15,Red meat
CHN,29,16019.7,v15,Red meat
DEU,29,4943.3,v15,Red meat
EGY,29,3578.3,v15,Red meat
GBR,29,2358.4,v15,Red meat
GLB,29,155448.0,v15,Red meat
IND,29,11563.8,v15,Red meat
ISR,29,313.2,v15,Red meat
JPN,29,1292.3,v15,Red meat
MEX,29,12327.5,v15,Red meat
NGA,29,553.1,v15,Red meat
NZL,29,192.5,v15,Red meat
ROU,29,1917.5,v15,Red meat
TUR,29,5363.4,v15,Red meat
USA,29,32411.7,v15,Red meat
ZAF,29,401.7,v15,Red meat
AUS,30,1029.3,v15,Red meat
BGD,30,195.2,v15,Red meat
BGR,30,503.6,v15,Red meat
BRA,30,7251.0,v15,Red meat
CAN,30,1262.3,v15,Red meat
CHN,30,17058.9,v15,Red meat
DEU,30,5219.1,v15,Red meat
EGY,30,3800.5,v15,Red meat
GBR,30,2501.4,v15,Red meat
GLB,30,165616.3,v15,Red meat
IND,30,12267.3,v15,Red meat
ISR,30,335.0,v15,Red meat
JPN,30,1366.7,v15,Red meat
MEX,30,13173.0,v15,Red meat
NGA,30,594.1,v15,Red meat
NZL,30,204.2,v15,Red meat
ROU,30,2015.2,v15,Red meat
TUR,30,5716.7,v15,Red meat
USA,30,34333.9,v15,Red meat
ZAF,30,430.2,v15,Red meat
AUS,1,0.0,v29,SSB
BGD,1,0.0,v29,SSB
BGR,1,0.0,v29,SSB
BRA,1,0.0,v29,SSB
CAN,1,0.0,v29,SSB
CHN,1,0.0,v29,SSB
DEU,1,0.0,v29,SSB
EGY,1,0.0,v29,SSB
GBR,1,0.0,v29,SSB
GLB,1,0.0,v29,SSB
IND,1,0.0,v29,SSB
ISR,1,0.0,v29,SSB
JPN,1,0.0,v29,SSB
MEX,1,0.0,v29,SSB
NGA,1,0.0,v29,SSB
NZL,1,0.0,v29,SSB
ROU,1,0.0,v29,SSB
TUR,1,0.0,v29,SSB
USA,1,0.0,v29,SSB
ZAF,1,0.0,v29,SSB
AUS,2,0.0,v29,SSB
BGD,2,0.0,v29,SSB
BGR,2,0.0,v29,SSB
BRA,2,0.0,v29,SSB
CAN,2,0.0,v29,SSB
CHN,2,0.0,v29,SSB
DEU,2,0.0,v29,SSB
EGY,2,0.0,v29,SSB
GBR,2,0.0,v29,SSB
GLB,2,0.3,v29,SSB
IND,2,0.1,v29,SSB
ISR,2,0.0,v29,SSB
JPN,2,0.0,v29,SSB
MEX,2,0.0,v29,SSB
NGA,2,0.0,v29,SSB
NZL,2,0.0,v29,SSB
ROU,2,0.0,v29,SSB
TUR,2,0.0,v29,SSB
USA,2,-0.0,v29,SSB
ZAF,2,0.0,v29,SSB
AUS,3,0.0,v29,SSB
BGD,3,0.0,v29,SSB
BGR,3,0.0,v29,SSB
BRA,3,0.0,v29,SSB
CAN,3,0.0,v29,SSB
CHN,3,0.1,v29,SSB
DEU,3,0.0,v29,SSB
EGY,3,0.0,v29,SSB
GBR,3,0.0,v29,SSB
GLB,3,0.9,v29,SSB
IND,3,0.4,v29,SSB
ISR,3,0.0,v29,SSB
JPN,3,0.0,v29,SSB
MEX,3,0.0,v29,SSB
NGA,3,0.0,v29,SSB
NZL,3,0.0,v29,SSB
ROU,3,0.0,v29,SSB
TUR,3,0.0,v29,SSB
USA,3,-0.0,v29,SSB
ZAF,3,0.0,v29,SSB
AUS,4,0.0,v29,SSB
BGD,4,0.1,v29,SSB
BGR,4,0.0,v29,SSB
BRA,4,0.0,v29,SSB
CAN,4,0.0,v29,SSB
CHN,4,0.2,v29,SSB
DEU,4,0.0,v29,SSB
EGY,4,0.1,v29,SSB
GBR,4,0.0,v29,SSB
GLB,4,2.1,v29,SSB
IND,4,0.8,v29,SSB
ISR,4,0.0,v29,SSB
JPN,4,0.0,v29,SSB
MEX,4,0.0,v29,SSB
NGA,4,0.0,v29,SSB
NZL,4,0.0,v29,SSB
ROU,4,0.0,v29,SSB
TUR,4,0.1,v29,SSB
USA,4,-0.0,v29,SSB
ZAF,4,0.0,v29,SSB
AUS,5,0.0,v29,SSB
BGD,5,0.1,v29,SSB
BGR,5,0.0,v29,SSB
BRA,5,0.0,v29,SSB
CAN,5,0.0,v29,SSB
CHN,5,0.4,v29,SSB
DEU,5,0.1,v29,SSB
EGY,5,0.2,v29,SSB
GBR,5,0.0,v29,SSB
GLB,5,4.1,v29,SSB
IND,5,1.6,v29,SSB
ISR,5,0.0,v29,SSB
JPN,5,0.0,v29,SSB
MEX,5,0.1,v29,SSB
NGA,5,0.1,v29,SSB
NZL,5,0.0,v29,SSB
ROU,5,0.0,v29,SSB
TUR,5,0.1,v29,SSB
USA,5,-0.0,v29,SSB
ZAF,5,0.0,v29,SSB
AUS,6,0.0,v29,SSB
BGD,6,0.2,v29,SSB
BGR,6,0.0,v29,SSB
BRA,6,0.0,v29,SSB
CAN,6,0.0,v29,SSB
CHN,6,0.8,v29,SSB
DEU,6,0.1,v29,SSB
EGY,6,0.3,v29,SSB
GBR,6,0.1,v29,SSB
GLB,6,7.1,v29,SSB
IND,6,2.8,v29,SSB
ISR,6,0.0,v29,SSB
JPN,6,0.1,v29,SSB
MEX,6,0.1,v29,SSB
NGA,6,0.2,v29,SSB
NZL,6,0.0,v29,SSB
ROU,6,0.1,v29,SSB
TUR,6,0.2,v29,SSB
USA,6,-0.0,v29,SSB
ZAF,6,0.0,v29,SSB
AUS,7,0.0,v29,SSB
BGD,7,0.4,v29,SSB
BGR,7,0.0,v29,SSB
BRA,7,0.0,v29,SSB
CAN,7,0.1,v29,SSB
CHN,7,1.3,v29,SSB
DEU,7,0.2,v29,SSB
EGY,7,0.5,v29,SSB
GBR,7,0.1,v29,SSB
GLB,7,11.4,v29,SSB
IND,7,4.4,v29,SSB
ISR,7,0.0,v29,SSB
JPN,7,0.1,v29,SSB
MEX,7,0.2,v29,SSB
NGA,7,0.3,v29,SSB
NZL,7,0.0,v29,SSB
ROU,7,0.1,v29,SSB
TUR,7,0.3,v29,SSB
USA,7,-0.0,v29,SSB
ZAF,7,0.0,v29,SSB
AUS,8,0.1,v29,SSB
BGD,8,0.6,v29,SSB
BGR,8,0.0,v29,SSB
BRA,8,0.0,v29,SSB
CAN,8,0.1,v29,SSB
CHN,8,1.9,v29,SSB
DEU,8,0.3,v29,SSB
EGY,8,0.8,v29,SSB
GBR,8,0.2,v29,SSB
GLB,8,17.1,v29,SSB
IND,8,6.7,v29,SSB
ISR,8,0.0,v29,SSB
JPN,8,0.1,v29,SSB
MEX,8,0.3,v29,SSB
NGA,8,0.4,v29,SSB
NZL,8,0.0,v29,SSB
ROU,8,0.2,v29,SSB
TUR,8,0.5,v29,SSB
USA,8,-0.0,v29,SSB
ZAF,8,0.0,v29,SSB
AUS,9,0.1,v29,SSB
BGD,9,0.8,v29,SSB
BGR,9,0.0,v29,SSB
BRA,9,0.0,v29,SSB
CAN,9,0.1,v29,SSB
CHN,9,2.7,v29,SSB
DEU,9,0.4,v29,SSB
EGY,9,1.1,v29,SSB
GBR,9,0.2,v29,SSB
GLB,9,24.4,v29,SSB
IND,9,9.4,v29,SSB
ISR,9,0.0,v29,SSB
JPN,9,0.2,v29,SSB
MEX,9,0.5,v29,SSB
NGA,9,0.5,v29,SSB
NZL,9,0.0,v29,SSB
ROU,9,0.2,v29,SSB
TUR,9,0.7,v29,SSB
USA,9,-0.0,v29,SSB
ZAF,9,0.0,v29,SSB
AUS,10,0.1,v29,SSB
BGD,10,1.1,v29,SSB
BGR,10,0.0,v29,SSB
BRA,10,0.1,v29,SSB
CAN,10,0.2,v29,SSB
CHN,10,3.7,v29,SSB
DEU,10,0.6,v29,SSB
EGY,10,1.6,v29,SSB
GBR,10,0.3,v29,SSB
GLB,10,33.4,v29,SSB
IND,10,12.8,v29,SSB
ISR,10,0.0,v29,SSB
JPN,10,0.3,v29,SSB
MEX,10,0.7,v29,SSB
NGA,10,0.7,v29,SSB
NZL,10,0.0,v29,SSB
ROU,10,0.3,v29,SSB
TUR,10,1.0,v29,SSB
USA,10,-0.0,v29,SSB
ZAF,10,0.1,v29,SSB
AUS,11,0.2,v29,SSB
BGD,11,1.4,v29,SSB
BGR,11,0.1,v29,SSB
BRA,11,0.1,v29,SSB
CAN,11,0.2,v29,SSB
CHN,11,4.9,v29,SSB
DEU,11,0.7,v29,SSB
EGY,11,2.0,v29,SSB
GBR,11,0.4,v29,SSB
GLB,11,44.0,v29,SSB
IND,11,16.8,v29,SSB
ISR,11,0.0,v29,SSB
JPN,11,0.4,v29,SSB
MEX,11,0.9,v29,SSB
NGA,11,1.0,v29,SSB
NZL,11,0.1,v29,SSB
ROU,11,0.4,v29,SSB
TUR,11,1.3,v29,SSB
USA,11,-0.0,v29,SSB
ZAF,11,0.1,v29,SSB
AUS,12,0.2,v29,SSB
BGD,12,1.8,v29,SSB
BGR,12,0.1,v29,SSB
BRA,12,0.1,v29,SSB
CAN,12,0.3,v29,SSB
CHN,12,6.3,v29,SSB
DEU,12,0.9,v29,SSB
EGY,12,2.6,v29,SSB
GBR,12,0.5,v29,SSB
GLB,12,56.2,v29,SSB
IND,12,21.2,v29,SSB
ISR,12,0.0,v29,SSB
JPN,12,0.5,v29,SSB
MEX,12,1.2,v29,SSB
NGA,12,1.2,v29,SSB
NZL,12,0.1,v29,SSB
ROU,12,0.5,v29,SSB
TUR,12,1.7,v29,SSB
USA,12,-0.0,v29,SSB
ZAF,12,0.1,v29,SSB
AUS,13,0.3,v29,SSB
BGD,13,2.2,v29,SSB
BGR,13,0.1,v29,SSB
BRA,13,0.1,v29,SSB
CAN,13,0.4,v29,SSB
CHN,13,7.9,v29,SSB
DEU,13,1.1,v29,SSB
EGY,13,3.2,v29,SSB
GBR,13,0.6,v29,SSB
GLB,13,70.0,v29,SSB
IND,13,26.2,v29,SSB
ISR,13,0.0,v29,SSB
JPN,13,0.6,v29,SSB
MEX,13,1.4,v29,SSB
NGA,13,1.6,v29,SSB
NZL,13,0.1,v29,SSB
ROU,13,0.6,v29,SSB
TUR,13,2.1,v29,SSB
USA,13,-0.0,v29,SSB
ZAF,13,0.1,v29,SSB
AUS,14,0.4,v29,SSB
BGD,14,2.7,v29,SSB
BGR,14,0.1,v29,SSB
BRA,14,0.1,v29,SSB
CAN,14,0.4,v29,SSB
CHN,14,9.6,v29,SSB
DEU,14,1.3,v29,SSB
EGY,14,3.8,v29,SSB
GBR,14,0.7,v29,SSB
GLB,14,85.1,v29,SSB
IND,14,31.7,v29,SSB
ISR,14,0.0,v29,SSB
JPN,14,0.7,v29,SSB
MEX,14,1.8,v29,SSB
NGA,14,1.9,v29,SSB
NZL,14,0.1,v29,SSB
ROU,14,0.7,v29,SSB
TUR,14,2.5,v29,SSB
USA,14,-0.0,v29,SSB
ZAF,14,0.1,v29,SSB
AUS,15,0.4,v29,SSB
BGD,15,3.2,v29,SSB
BGR,15,0.1,v29,SSB
BRA,15,0.2,v29,SSB
CAN,15,0.5,v29,SSB
CHN,15,11.5,v29,SSB
DEU,15,1.6,v29,SSB
EGY,15,4.5,v29,SSB
GBR,15,0.9,v29,SSB
GLB,15,101.7,v29,SSB
IND,15,37.5,v29,SSB
ISR,15,0.1,v29,SSB
JPN,15,0.8,v29,SSB
MEX,15,2.1,v29,SSB
NGA,15,2.3,v29,SSB
NZL,15,0.1,v29,SSB
ROU,15,0.8,v29,SSB
TUR,15,3.0,v29,SSB
USA,15,-0.0,v29,SSB
ZAF,15,0.2,v29,SSB
AUS,16,0.5,v29,SSB
BGD,16,3.7,v29,SSB
BGR,16,0.2,v29,SSB
BRA,16,0.2,v29,SSB
CAN,16,0.6,v29,SSB
CHN,16,13.5,v29,SSB
DEU,16,1.8,v29,SSB
EGY,16,5.3,v29,SSB
GBR,16,1.0,v29,SSB
GLB,16,119.5,v29,SSB
IND,16,43.8,v29,SSB
ISR,16,0.1,v29,SSB
JPN,16,0.9,v29,SSB
MEX,16,2.5,v29,SSB
NGA,16,2.7,v29,SSB
NZL,16,0.1,v29,SSB
ROU,16,0.9,v29,SSB
TUR,16,3.5,v29,SSB
USA,16,-0.0,v29,SSB
ZAF,16,0.2,v29,SSB
AUS,17,0.6,v29,SSB
BGD,17,4.2,v29,SSB
BGR,17,0.2,v29,SSB
BRA,17,0.2,v29,SSB
CAN,17,0.7,v29,SSB
CHN,17,15.6,v29,SSB
DEU,17,2.1,v29,SSB
EGY,17,6.1,v29,SSB
GBR,17,1.2,v29,SSB
GLB,17,138.5,v29,SSB
IND,17,50.4,v29,SSB
ISR,17,0.1,v29,SSB
JPN,17,1.1,v29,SSB
MEX,17,2.9,v29,SSB
NGA,17,3.1,v29,SSB
NZL,17,0.2,v29,SSB
ROU,17,1.1,v29,SSB
TUR,17,4.1,v29,SSB
USA,17,-0.0,v29,SSB
ZAF,17,0.2,v29,SSB
AUS,18,0.6,v29,SSB
BGD,18,4.8,v29,SSB
BGR,18,0.2,v29,SSB
BRA,18,0.3,v29,SSB
CAN,18,0.8,v29,SSB
CHN,18,17.9,v29,SSB
DEU,18,2.4,v29,SSB
EGY,18,6.9,v29,SSB
GBR,18,1.4,v29,SSB
GLB,18,158.7,v29,SSB
IND,18,57.4,v29,SSB
ISR,18,0.1,v29,SSB
JPN,18,1.2,v29,SSB
MEX,18,3.4,v29,SSB
NGA,18,3.6,v29,SSB
NZL,18,0.2,v29,SSB
ROU,18,1.2,v29,SSB
TUR,18,4.7,v29,SSB
USA,18,-0.1,v29,SSB
ZAF,18,0.3,v29,SSB
AUS,19,0.7,v29,SSB
BGD,19,5.3,v29,SSB
BGR,19,0.2,v29,SSB
BRA,19,0.3,v29,SSB
CAN,19,0.9,v29,SSB
CHN,19,20.3,v29,SSB
DEU,19,2.6,v29,SSB
EGY,19,7.8,v29,SSB
GBR,19,1.5,v29,SSB
GLB,19,179.8,v29,SSB
IND,19,64.6,v29,SSB
ISR,19,0.1,v29,SSB
JPN,19,1.3,v29,SSB
MEX,19,3.8,v29,SSB
NGA,19,4.1,v29,SSB
NZL,19,0.2,v29,SSB
ROU,19,1.3,v29,SSB
TUR,19,5.3,v29,SSB
USA,19,-0.1,v29,SSB
ZAF,19,0.3,v29,SSB
AUS,20,0.8,v29,SSB
BGD,20,5.9,v29,SSB
BGR,20,0.2,v29,SSB
BRA,20,0.3,v29,SSB
CAN,20,1.0,v29,SSB
CHN,20,22.9,v29,SSB
DEU,20,2.9,v29,SSB
EGY,20,8.7,v29,SSB
GBR,20,1.7,v29,SSB
GLB,20,202.0,v29,SSB
IND,20,72.2,v29,SSB
ISR,20,0.1,v29,SSB
JPN,20,1.5,v29,SSB
MEX,20,4.3,v29,SSB
NGA,20,4.6,v29,SSB
NZL,20,0.2,v29,SSB
ROU,20,1.4,v29,SSB
TUR,20,6.0,v29,SSB
USA,20,-0.1,v29,SSB
ZAF,20,0.3,v29,SSB
AUS,21,0.9,v29,SSB
BGD,21,6.6,v29,SSB
BGR,21,0.3,v29,SSB
BRA,21,0.4,v29,SSB
CAN,21,1.2,v29,SSB
CHN,21,25.5,v29,SSB
DEU,21,3.2,v29,SSB
EGY,21,9.7,v29,SSB
GBR,21,1.9,v29,SSB
GLB,21,225.0,v29,SSB
IND,21,79.9,v29,SSB
ISR,21,0.1,v29,SSB
JPN,21,1.6,v29,SSB
MEX,21,4.8,v29,SSB
NGA,21,5.2,v29,SSB
NZL,21,0.2,v29,SSB
ROU,21,1.6,v29,SSB
TUR,21,6.6,v29,SSB
USA,21,-0.1,v29,SSB
ZAF,21,0.4,v29,SSB
AUS,22,1.0,v29,SSB
BGD,22,7.2,v29,SSB
BGR,22,0.3,v29,SSB
BRA,22,0.4,v29,SSB
CAN,22,1.3,v29,SSB
CHN,22,28.2,v29,SSB
DEU,22,3.5,v29,SSB
EGY,22,10.6,v29,SSB
GBR,22,2.1,v29,SSB
GLB,22,248.9,v29,SSB
IND,22,87.9,v29,SSB
ISR,22,0.1,v29,SSB
JPN,22,1.8,v29,SSB
MEX,22,5.4,v29,SSB
NGA,22,5.8,v29,SSB
NZL,22,0.3,v29,SSB
ROU,22,1.7,v29,SSB
TUR,22,7.3,v29,SSB
USA,22,-0.1,v29,SSB
ZAF,22,0.4,v29,SSB
AUS,23,1.1,v29,SSB
BGD,23,7.8,v29,SSB
BGR,23,0.3,v29,SSB
BRA,23,0.5,v29,SSB
CAN,23,1.4,v29,SSB
CHN,23,31.0,v29,SSB
DEU,23,3.8,v29,SSB
EGY,23,11.7,v29,SSB
GBR,23,2.3,v29,SSB
GLB,23,273.5,v29,SSB
IND,23,96.1,v29,SSB
ISR,23,0.2,v29,SSB
JPN,23,1.9,v29,SSB
MEX,23,5.9,v29,SSB
NGA,23,6.4,v29,SSB
NZL,23,0.3,v29,SSB
ROU,23,1.9,v29,SSB
TUR,23,8.1,v29,SSB
USA,23,-0.1,v29,SSB
ZAF,23,0.5,v29,SSB
AUS,24,1.2,v29,SSB
BGD,24,8.5,v29,SSB
BGR,24,0.3,v29,SSB
BRA,24,0.5,v29,SSB
CAN,24,1.5,v29,SSB
CHN,24,33.9,v29,SSB
DEU,24,4.2,v29,SSB
EGY,24,12.7,v29,SSB
GBR,24,2.4,v29,SSB
GLB,24,298.9,v29,SSB
IND,24,104.5,v29,SSB
ISR,24,0.2,v29,SSB
JPN,24,2.1,v29,SSB
MEX,24,6.5,v29,SSB
NGA,24,7.0,v29,SSB
NZL,24,0.3,v29,SSB
ROU,24,2.0,v29,SSB
TUR,24,8.8,v29,SSB
USA,24,-0.1,v29,SSB
ZAF,24,0.5,v29,SSB
AUS,25,1.3,v29,SSB
BGD,25,9.1,v29,SSB
BGR,25,0.4,v29,SSB
BRA,25,0.5,v29,SSB
CAN,25,1.7,v29,SSB
CHN,25,36.8,v29,SSB
DEU,25,4.5,v29,SSB
EGY,25,13.8,v29,SSB
GBR,25,2.6,v29,SSB
GLB,25,324.9,v29,SSB
IND,25,113.0,v29,SSB
ISR,25,0.2,v29,SSB
JPN,25,2.3,v29,SSB
MEX,25,7.1,v29,SSB
NGA,25,7.7,v29,SSB
NZL,25,0.3,v29,SSB
ROU,25,2.1,v29,SSB
TUR,25,9.6,v29,SSB
USA,25,-0.1,v29,SSB
ZAF,25,0.5,v29,SSB
AUS,26,1.4,v29,SSB
BGD,26,9.8,v29,SSB
BGR,26,0.4,v29,SSB
BRA,26,0.6,v29,SSB
CAN,26,1.8,v29,SSB
CHN,26,39.8,v29,SSB
DEU,26,4.8,v29,SSB
EGY,26,14.8,v29,SSB
GBR,26,2.8,v29,SSB
GLB,26,351.5,v29,SSB
IND,26,121.7,v29,SSB
ISR,26,0.2,v29,SSB
JPN,26,2.4,v29,SSB
MEX,26,7.7,v29,SSB
NGA,26,8.4,v29,SSB
NZL,26,0.4,v29,SSB
ROU,26,2.3,v29,SSB
TUR,26,10.4,v29,SSB
USA,26,-0.1,v29,SSB
ZAF,26,0.6,v29,SSB
AUS,27,1.5,v29,SSB
BGD,27,10.5,v29,SSB
BGR,27,0.4,v29,SSB
BRA,27,0.6,v29,SSB
CAN,27,2.0,v29,SSB
CHN,27,42.9,v29,SSB
DEU,27,5.1,v29,SSB
EGY,27,15.9,v29,SSB
GBR,27,3.1,v29,SSB
GLB,27,378.7,v29,SSB
IND,27,130.5,v29,SSB
ISR,27,0.2,v29,SSB
JPN,27,2.6,v29,SSB
MEX,27,8.3,v29,SSB
NGA,27,9.1,v29,SSB
NZL,27,0.4,v29,SSB
ROU,27,2.4,v29,SSB
TUR,27,11.2,v29,SSB
USA,27,-0.1,v29,SSB
ZAF,27,0.6,v29,SSB
AUS,28,1.6,v29,SSB
BGD,28,11.2,v29,SSB
BGR,28,0.4,v29,SSB
BRA,28,0.7,v29,SSB
CAN,28,2.1,v29,SSB
CHN,28,46.0,v29,SSB
DEU,28,5.4,v29,SSB
EGY,28,17.0,v29,SSB
GBR,28,3.3,v29,SSB
GLB,28,406.3,v29,SSB
IND,28,139.4,v29,SSB
ISR,28,0.2,v29,SSB
JPN,28,2.8,v29,SSB
MEX,28,8.9,v29,SSB
NGA,28,9.9,v29,SSB
NZL,28,0.4,v29,SSB
ROU,28,2.5,v29,SSB
TUR,28,12.0,v29,SSB
USA,28,-0.1,v29,SSB
ZAF,28,0.7,v29,SSB
AUS,29,1.7,v29,SSB
BGD,29,11.8,v29,SSB
BGR,29,0.4,v29,SSB
BRA,29,0.7,v29,SSB
CAN,29,2.2,v29,SSB
CHN,29,49.2,v29,SSB
DEU,29,5.7,v29,SSB
EGY,29,18.2,v29,SSB
GBR,29,3.5,v29,SSB
GLB,29,434.3,v29,SSB
IND,29,148.4,v29,SSB
ISR,29,0.3,v29,SSB
JPN,29,2.9,v29,SSB
MEX,29,9.6,v29,SSB
NGA,29,10.7,v29,SSB
NZL,29,0.5,v29,SSB
ROU,29,2.7,v29,SSB
TUR,29,12.8,v29,SSB
USA,29,-0.1,v29,SSB
ZAF,29,0.7,v29,SSB
AUS,30,1.8,v29,SSB
BGD,30,12.5,v29,SSB
BGR,30,0.5,v29,SSB
BRA,30,0.8,v29,SSB
CAN,30,2.4,v29,SSB
CHN,30,52.3,v29,SSB
DEU,30,6.1,v29,SSB
EGY,30,19.3,v29,SSB
GBR,30,3.7,v29,SSB
GLB,30,462.7,v29,SSB
IND,30,157.4,v29,SSB
ISR,30,0.3,v29,SSB
JPN,30,3.1,v29,SSB
MEX,30,10.2,v29,SSB
NGA,30,11.5,v29,SSB
NZL,30,0.5,v29,SSB
ROU,30,2.8,v29,SSB
TUR,30,13.7,v29,SSB
USA,30,-0.1,v29,SSB
ZAF,30,0.8,v29,SSB
AUS,1,0.0,v30,Processed meat
BGD,1,0.0,v30,Processed meat
BGR,1,0.0,v30,Processed meat
BRA,1,0.0,v30,Processed meat
CAN,1,0.0,v30,Processed meat
CHN,1,0.0,v30,Processed meat
DEU,1,0.0,v30,Processed meat
EGY,1,0.0,v30,Processed meat
GBR,1,0.0,v30,Processed meat
GLB,1,0.0,v30,Processed meat
IND,1,0.0,v30,Processed meat
ISR,1,0.0,v30,Processed meat
JPN,1,0.0,v30,Processed meat
MEX,1,0.0,v30,Processed meat
NGA,1,0.0,v30,Processed meat
NZL,1,0.0,v30,Processed meat
ROU,1,0.0,v30,Processed meat
TUR,1,0.0,v30,Processed meat
USA,1,0.0,v30,Processed meat
ZAF,1,0.0,v30,Processed meat
AUS,2,0.0,v30,Processed meat
BGD,2,-0.0,v30,Processed meat
BGR,2,0.0,v30,Processed meat
BRA,2,0.0,v30,Processed meat
CAN,2,0.0,v30,Processed meat
CHN,2,0.1,v30,Processed meat
DEU,2,0.0,v30,Processed meat
EGY,2,-0.0,v30,Processed meat
GBR,2,0.0,v30,Processed meat
GLB,2,0.7,v30,Processed meat
IND,2,0.5,v30,Processed meat
ISR,2,-0.0,v30,Processed meat
JPN,2,-0.0,v30,Processed meat
MEX,2,0.0,v30,Processed meat
NGA,2,0.0,v30,Processed meat
NZL,2,0.0,v30,Processed meat
ROU,2,0.0,v30,Processed meat
TUR,2,0.0,v30,Processed meat
USA,2,0.1,v30,Processed meat
ZAF,2,0.0,v30,Processed meat
AUS,3,0.0,v30,Processed meat
BGD,3,-0.2,v30,Processed meat
BGR,3,0.0,v30,Processed meat
BRA,3,0.1,v30,Processed meat
CAN,3,0.0,v30,Processed meat
CHN,3,0.4,v30,Processed meat
DEU,3,0.1,v30,Processed meat
EGY,3,-0.0,v30,Processed meat
GBR,3,0.0,v30,Processed meat
GLB,3,2.3,v30,Processed meat
IND,3,1.7,v30,Processed meat
ISR,3,-0.0,v30,Processed meat
JPN,3,-0.2,v30,Processed meat
MEX,3,0.1,v30,Processed meat
NGA,3,0.1,v30,Processed meat
NZL,3,0.0,v30,Processed meat
ROU,3,0.1,v30,Processed meat
TUR,3,0.1,v30,Processed meat
USA,3,0.3,v30,Processed meat
ZAF,3,0.0,v30,Processed meat
AUS,4,0.0,v30,Processed meat
BGD,4,-0.4,v30,Processed meat
BGR,4,0.0,v30,Processed meat
BRA,4,0.3,v30,Processed meat
CAN,4,0.0,v30,Processed meat
CHN,4,0.8,v30,Processed meat
DEU,4,0.2,v30,Processed meat
EGY,4,-0.0,v30,Processed meat
GBR,4,0.0,v30,Processed meat
GLB,4,5.3,v30,Processed meat
IND,4,3.9,v30,Processed meat
ISR,4,-0.0,v30,Processed meat
JPN,4,-0.4,v30,Processed meat
MEX,4,0.2,v30,Processed meat
NGA,4,0.2,v30,Processed meat
NZL,4,0.0,v30,Processed meat
ROU,4,0.1,v30,Processed meat
TUR,4,0.3,v30,Processed meat
USA,4,0.6,v30,Processed meat
ZAF,4,0.0,v30,Processed meat
AUS,5,0.0,v30,Processed meat
BGD,5,-0.7,v30,Processed meat
BGR,5,0.1,v30,Processed meat
BRA,5,0.5,v30,Processed meat
CAN,5,0.0,v30,Processed meat
CHN,5,1.6,v30,Processed meat
DEU,5,0.4,v30,Processed meat
EGY,5,-0.1,v30,Processed meat
GBR,5,0.0,v30,Processed meat
GLB,5,10.2,v30,Processed meat
IND,5,7.5,v30,Processed meat
ISR,5,-0.0,v30,Processed meat
JPN,5,-0.7,v30,Processed meat
MEX,5,0.3,v30,Processed meat
NGA,5,0.4,v30,Processed meat
NZL,5,0.0,v30,Processed meat
ROU,5,0.3,v30,Processed meat
TUR,5,0.5,v30,Processed meat
USA,5,1.2,v30,Processed meat
ZAF,5,0.1,v30,Processed meat
AUS,6,0.0,v30,Processed meat
BGD,6,-1.2,v30,Processed meat
BGR,6,0.1,v30,Processed meat
BRA,6,1.0,v30,Processed meat
CAN,6,0.1,v30,Processed meat
CHN,6,2.9,v30,Processed meat
DEU,6,0.6,v30,Processed meat
EGY,6,-0.2,v30,Processed meat
GBR,6,0.0,v30,Processed meat
GLB,6,17.7,v30,Processed meat
IND,6,13.0,v30,Processed meat
ISR,6,-0.0,v30,Processed meat
JPN,6,-1.2,v30,Processed meat
MEX,6,0.6,v30,Processed meat
NGA,6,0.6,v30,Processed meat
NZL,6,0.0,v30,Processed meat
ROU,6,0.4,v30,Processed meat
TUR,6,0.9,v30,Processed meat
USA,6,2.1,v30,Processed meat
ZAF,6,0.1,v30,Processed meat
AUS,7,0.1,v30,Processed meat
BGD,7,-1.8,v30,Processed meat
BGR,7,0.2,v30,Processed meat
BRA,7,1.5,v30,Processed meat
CAN,7,0.1,v30,Processed meat
CHN,7,4.6,v30,Processed meat
DEU,7,1.0,v30,Processed meat
EGY,7,-0.3,v30,Processed meat
GBR,7,0.1,v30,Processed meat
GLB,7,28.4,v30,Processed meat
IND,7,20.7,v30,Processed meat
ISR,7,-0.0,v30,Processed meat
JPN,7,-1.9,v30,Processed meat
MEX,7,0.9,v30,Processed meat
NGA,7,1.0,v30,Processed meat
NZL,7,0.0,v30,Processed meat
ROU,7,0.7,v30,Processed meat
TUR,7,1.5,v30,Processed meat
USA,7,3.3,v30,Processed meat
ZAF,7,0.2,v30,Processed meat
AUS,8,0.1,v30,Processed meat
BGD,8,-2.7,v30,Processed meat
BGR,8,0.3,v30,Processed meat
BRA,8,2.3,v30,Processed meat
CAN,8,0.1,v30,Processed meat
CHN,8,7.0,v30,Processed meat
DEU,8,1.5,v30,Processed meat
EGY,8,-0.4,v30,Processed meat
GBR,8,0.1,v30,Processed meat
GLB,8,42.8,v30,Processed meat
IND,8,30.9,v30,Processed meat
ISR,8,-0.0,v30,Processed meat
