iso3,yr,cum_averted,gdd_var,factor
DEU,14,15444.2,v05,Legumes
EGY,14,6674.7,v05,Legumes
GBR,14,4190.8,v05,Legumes
GLB,14,294158.1,v05,Legumes
IND,14,28945.1,v05,Legumes
ISR,14,219.4,v05,Legumes
JPN,14,1006.6,v05,Legumes
MEX,14,3079.6,v05,Legumes
NGA,14,3616.1,v05,Legumes
NZL,14,498.5,v05,Legumes
ROU,14,5015.1,v05,Legumes
TUR,14,1813.4,v05,Legumes
USA,14,31148.2,v05,Legumes
ZAF,14,1422.9,v05,Legumes
AUS,15,1656.7,v05,Legumes
BGD,15,11435.1,v05,Legumes
BGR,15,1487.7,v05,Legumes
BRA,15,3693.4,v05,Legumes
CAN,15,1413.6,v05,Legumes
CHN,15,100206.2,v05,Legumes
DEU,15,18151.3,v05,Legumes
EGY,15,7909.8,v05,Legumes
GBR,15,4961.0,v05,Legumes
GLB,15,351343.3,v05,Legumes
IND,15,34317.0,v05,Legumes
ISR,15,262.7,v05,Legumes
JPN,15,1185.2,v05,Legumes
MEX,15,3697.7,v05,Legumes
NGA,15,4333.1,v05,Legumes
NZL,15,590.2,v05,Legumes
ROU,15,5835.0,v05,Legumes
TUR,15,2161.5,v05,Legumes
USA,15,37065.4,v05,Legumes
ZAF,15,1712.4,v05,Legumes
AUS,16,1937.8,v05,Legumes
BGD,16,13272.7,v05,Legumes
BGR,16,1711.8,v05,Legumes
BRA,16,4355.9,v05,Legumes
CAN,16,1667.6,v05,Legumes
CHN,16,117916.3,v05,Legumes
DEU,16,21016.1,v05,Legumes
EGY,16,9229.9,v05,Legumes
GBR,16,5781.8,v05,Legumes
GLB,16,412947.5,v05,Legumes
IND,16,40045.7,v05,Legumes
ISR,16,309.5,v05,Legumes
JPN,16,1373.7,v05,Legumes
MEX,16,4367.7,v05,Legumes
NGA,16,5112.9,v05,Legumes
NZL,16,688.0,v05,Legumes
ROU,16,6688.6,v05,Legumes
TUR,16,2536.4,v05,Legumes
USA,16,43393.2,v05,Legumes
ZAF,16,2027.2,v05,Legumes
AUS,17,2235.9,v05,Legumes
BGD,17,15200.8,v05,Legumes
BGR,17,1943.7,v05,Legumes
BRA,17,5065.3,v05,Legumes
CAN,17,1939.0,v05,Legumes
CHN,17,136820.1,v05,Legumes
DEU,17,24022.3,v05,Legumes
EGY,17,10629.2,v05,Legumes
GBR,17,6648.7,v05,Legumes
GLB,17,478685.3,v05,Legumes
IND,17,46100.9,v05,Legumes
ISR,17,359.6,v05,Legumes
JPN,17,1570.9,v05,Legumes
MEX,17,5087.1,v05,Legumes
NGA,17,5954.0,v05,Legumes
NZL,17,791.3,v05,Legumes
ROU,17,7570.4,v05,Legumes
TUR,17,2936.3,v05,Legumes
USA,17,50091.2,v05,Legumes
ZAF,17,2365.9,v05,Legumes
AUS,18,2549.5,v05,Legumes
BGD,18,17210.0,v05,Legumes
BGR,18,2181.8,v05,Legumes
BRA,18,5818.4,v05,Legumes
CAN,18,2226.8,v05,Legumes
CHN,18,156838.1,v05,Legumes
DEU,18,27154.6,v05,Legumes
EGY,18,12102.4,v05,Legumes
GBR,18,7557.7,v05,Legumes
GLB,18,548283.0,v05,Legumes
IND,18,52454.5,v05,Legumes
ISR,18,412.8,v05,Legumes
JPN,18,1776.0,v05,Legumes
MEX,18,5853.2,v05,Legumes
NGA,18,6855.0,v05,Legumes
NZL,18,899.5,v05,Legumes
ROU,18,8475.9,v05,Legumes
TUR,18,3359.8,v05,Legumes
USA,18,57120.7,v05,Legumes
ZAF,18,2727.5,v05,Legumes
AUS,19,2877.5,v05,Legumes
BGD,19,19292.0,v05,Legumes
BGR,19,2425.1,v05,Legumes
BRA,19,6612.4,v05,Legumes
CAN,19,2529.5,v05,Legumes
CHN,19,177894.2,v05,Legumes
DEU,19,30398.3,v05,Legumes
EGY,19,13644.6,v05,Legumes
GBR,19,8505.3,v05,Legumes
GLB,19,621480.1,v05,Legumes
IND,19,59081.0,v05,Legumes
ISR,19,468.8,v05,Legumes
JPN,19,1988.0,v05,Legumes
MEX,19,6663.6,v05,Legumes
NGA,19,7814.7,v05,Legumes
NZL,19,1012.3,v05,Legumes
ROU,19,9401.2,v05,Legumes
TUR,19,3805.6,v05,Legumes
USA,19,64444.6,v05,Legumes
ZAF,19,3110.9,v05,Legumes
AUS,20,3218.8,v05,Legumes
BGD,20,21439.3,v05,Legumes
BGR,20,2672.6,v05,Legumes
BRA,20,7444.1,v05,Legumes
CAN,20,2845.9,v05,Legumes
CHN,20,199915.5,v05,Legumes
DEU,20,33739.6,v05,Legumes
EGY,20,15251.4,v05,Legumes
GBR,20,9488.0,v05,Legumes
GLB,20,698029.0,v05,Legumes
IND,20,65956.9,v05,Legumes
ISR,20,527.6,v05,Legumes
JPN,20,2206.0,v05,Legumes
MEX,20,7516.0,v05,Legumes
NGA,20,8831.7,v05,Legumes
NZL,20,1129.3,v05,Legumes
ROU,20,10343.1,v05,Legumes
TUR,20,4272.1,v05,Legumes
USA,20,72028.4,v05,Legumes
ZAF,20,3515.1,v05,Legumes
AUS,21,3572.2,v05,Legumes
BGD,21,23645.3,v05,Legumes
BGR,21,2923.3,v05,Legumes
BRA,21,8310.9,v05,Legumes
CAN,21,3174.8,v05,Legumes
CHN,21,222831.3,v05,Legumes
DEU,21,37165.3,v05,Legumes
EGY,21,16918.2,v05,Legumes
GBR,21,10502.6,v05,Legumes
GLB,21,777693.9,v05,Legumes
IND,21,73060.1,v05,Legumes
ISR,21,589.0,v05,Legumes
JPN,21,2429.5,v05,Legumes
MEX,21,8407.9,v05,Legumes
NGA,21,9904.9,v05,Legumes
NZL,21,1249.9,v05,Legumes
ROU,21,11298.6,v05,Legumes
TUR,21,4758.3,v05,Legumes
USA,21,79839.5,v05,Legumes
ZAF,21,3939.1,v05,Legumes
AUS,22,3937.0,v05,Legumes
BGD,22,25903.6,v05,Legumes
BGR,22,3176.6,v05,Legumes
BRA,22,9209.7,v05,Legumes
CAN,22,3515.1,v05,Legumes
CHN,22,246572.2,v05,Legumes
DEU,22,40662.8,v05,Legumes
EGY,22,18640.6,v05,Legumes
GBR,22,11546.1,v05,Legumes
GLB,22,860249.4,v05,Legumes
IND,22,80370.0,v05,Legumes
ISR,22,652.9,v05,Legumes
JPN,22,2657.8,v05,Legumes
MEX,22,9337.1,v05,Legumes
NGA,22,11033.2,v05,Legumes
NZL,22,1374.0,v05,Legumes
ROU,22,12265.3,v05,Legumes
TUR,22,5262.8,v05,Legumes
USA,22,87847.8,v05,Legumes
ZAF,22,4382.1,v05,Legumes
AUS,23,4312.1,v05,Legumes
BGD,23,28208.3,v05,Legumes
BGR,23,3431.7,v05,Legumes
BRA,23,10138.0,v05,Legumes
CAN,23,3865.5,v05,Legumes
CHN,23,271069.8,v05,Legumes
DEU,23,44220.2,v05,Legumes
EGY,23,20414.2,v05,Legumes
GBR,23,12615.6,v05,Legumes
GLB,23,945478.5,v05,Legumes
IND,23,87866.6,v05,Legumes
ISR,23,719.2,v05,Legumes
JPN,23,2890.4,v05,Legumes
MEX,23,10301.3,v05,Legumes
NGA,23,12215.2,v05,Legumes
NZL,23,1501.2,v05,Legumes
ROU,23,13240.6,v05,Legumes
TUR,23,5784.4,v05,Legumes
USA,23,96025.6,v05,Legumes
ZAF,23,4843.1,v05,Legumes
AUS,24,4696.8,v05,Legumes
BGD,24,30553.7,v05,Legumes
BGR,24,3688.1,v05,Legumes
BRA,24,11092.9,v05,Legumes
CAN,24,4225.0,v05,Legumes
CHN,24,296256.6,v05,Legumes
DEU,24,47826.4,v05,Legumes
EGY,24,22234.0,v05,Legumes
GBR,24,13708.4,v05,Legumes
GLB,24,1033171.5,v05,Legumes
IND,24,95530.3,v05,Legumes
ISR,24,787.8,v05,Legumes
JPN,24,3126.8,v05,Legumes
MEX,24,11298.3,v05,Legumes
NGA,24,13449.6,v05,Legumes
NZL,24,1631.1,v05,Legumes
ROU,24,14222.5,v05,Legumes
TUR,24,6322.0,v05,Legumes
USA,24,104347.1,v05,Legumes
ZAF,24,5321.4,v05,Legumes
AUS,25,5090.3,v05,Legumes
BGD,25,32934.2,v05,Legumes
BGR,25,3945.0,v05,Legumes
BRA,25,12071.8,v05,Legumes
CAN,25,4592.6,v05,Legumes
CHN,25,322065.1,v05,Legumes
DEU,25,51471.0,v05,Legumes
EGY,25,24095.1,v05,Legumes
GBR,25,14821.8,v05,Legumes
GLB,25,1123123.9,v05,Legumes
IND,25,103341.8,v05,Legumes
ISR,25,858.6,v05,Legumes
JPN,25,3366.6,v05,Legumes
MEX,25,12325.7,v05,Legumes
NGA,25,14734.9,v05,Legumes
NZL,25,1763.5,v05,Legumes
ROU,25,15208.9,v05,Legumes
TUR,25,6874.3,v05,Legumes
USA,25,112788.9,v05,Legumes
ZAF,25,5816.1,v05,Legumes
AUS,26,5492.0,v05,Legumes
BGD,26,35344.2,v05,Legumes
BGR,26,4202.1,v05,Legumes
BRA,26,13072.0,v05,Legumes
CAN,26,4967.3,v05,Legumes
CHN,26,348428.7,v05,Legumes
DEU,26,55144.3,v05,Legumes
EGY,26,25992.0,v05,Legumes
GBR,26,15953.2,v05,Legumes
GLB,26,1215135.2,v05,Legumes
IND,26,111281.8,v05,Legumes
ISR,26,931.5,v05,Legumes
JPN,26,3609.3,v05,Legumes
MEX,26,13381.3,v05,Legumes
NGA,26,16069.5,v05,Legumes
NZL,26,1898.1,v05,Legumes
ROU,26,16197.7,v05,Legumes
TUR,26,7440.1,v05,Legumes
USA,26,121329.3,v05,Legumes
ZAF,26,6326.4,v05,Legumes
AUS,27,5901.0,v05,Legumes
BGD,27,37778.0,v05,Legumes
BGR,27,4458.7,v05,Legumes
BRA,27,14091.0,v05,Legumes
CAN,27,5348.3,v05,Legumes
CHN,27,375281.2,v05,Legumes
DEU,27,58837.4,v05,Legumes
EGY,27,27918.9,v05,Legumes
GBR,27,17100.3,v05,Legumes
GLB,27,1309007.2,v05,Legumes
IND,27,119330.8,v05,Legumes
ISR,27,1006.5,v05,Legumes
JPN,27,3854.5,v05,Legumes
MEX,27,14462.9,v05,Legumes
NGA,27,17451.6,v05,Legumes
NZL,27,2034.6,v05,Legumes
ROU,27,17187.0,v05,Legumes
TUR,27,8018.0,v05,Legumes
USA,27,129948.2,v05,Legumes
ZAF,27,6851.5,v05,Legumes
AUS,28,6316.8,v05,Legumes
BGD,28,40229.8,v05,Legumes
BGR,28,4714.3,v05,Legumes
BRA,28,15126.1,v05,Legumes
CAN,28,5734.7,v05,Legumes
CHN,28,402557.2,v05,Legumes
DEU,28,62541.9,v05,Legumes
EGY,28,29869.7,v05,Legumes
GBR,28,18260.4,v05,Legumes
GLB,28,1404542.6,v05,Legumes
IND,28,127469.0,v05,Legumes
ISR,28,1083.4,v05,Legumes
JPN,28,4101.9,v05,Legumes
MEX,28,15568.0,v05,Legumes
NGA,28,18879.1,v05,Legumes
NZL,28,2172.8,v05,Legumes
ROU,28,18174.7,v05,Legumes
TUR,28,8606.8,v05,Legumes
USA,28,138627.3,v05,Legumes
ZAF,28,7390.5,v05,Legumes
AUS,29,6738.6,v05,Legumes
BGD,29,42693.7,v05,Legumes
BGR,29,4968.4,v05,Legumes
BRA,29,16174.7,v05,Legumes
CAN,29,6125.7,v05,Legumes
CHN,29,430192.2,v05,Legumes
DEU,29,66250.2,v05,Legumes
EGY,29,31837.7,v05,Legumes
GBR,29,19431.4,v05,Legumes
GLB,29,1501543.8,v05,Legumes
IND,29,135676.1,v05,Legumes
ISR,29,1162.3,v05,Legumes
JPN,29,4351.0,v05,Legumes
MEX,29,16694.3,v05,Legumes
NGA,29,20349.7,v05,Legumes
NZL,29,2312.4,v05,Legumes
ROU,29,19158.9,v05,Legumes
TUR,29,9205.2,v05,Legumes
USA,29,147349.4,v05,Legumes
ZAF,29,7942.6,v05,Legumes
AUS,30,7166.0,v05,Legumes
BGD,30,45163.8,v05,Legumes
BGR,30,5220.6,v05,Legumes
BRA,30,17234.3,v05,Legumes
CAN,30,6520.5,v05,Legumes
CHN,30,458122.8,v05,Legumes
DEU,30,69955.2,v05,Legumes
EGY,30,33816.2,v05,Legumes
GBR,30,20610.8,v05,Legumes
GLB,30,1599811.9,v05,Legumes
IND,30,143931.6,v05,Legumes
ISR,30,1242.9,v05,Legumes
JPN,30,4601.4,v05,Legumes
MEX,30,17839.5,v05,Legumes
NGA,30,21860.9,v05,Legumes
NZL,30,2453.3,v05,Legumes
ROU,30,20137.7,v05,Legumes
TUR,30,9811.6,v05,Legumes
USA,30,156098.3,v05,Legumes
ZAF,30,8506.8,v05,Legumes
AUS,1,0.0,v06,Nuts & seeds
BGD,1,0.0,v06,Nuts & seeds
BGR,1,0.0,v06,Nuts & seeds
BRA,1,0.0,v06,Nuts & seeds
CAN,1,0.0,v06,Nuts & seeds
CHN,1,0.0,v06,Nuts & seeds
DEU,1,0.0,v06,Nuts & seeds
EGY,1,0.0,v06,Nuts & seeds
GBR,1,0.0,v06,Nuts & seeds
GLB,1,0.0,v06,Nuts & seeds
IND,1,0.0,v06,Nuts & seeds
ISR,1,0.0,v06,Nuts & seeds
JPN,1,0.0,v06,Nuts & seeds
MEX,1,0.0,v06,Nuts & seeds
NGA,1,0.0,v06,Nuts & seeds
NZL,1,0.0,v06,Nuts & seeds
ROU,1,0.0,v06,Nuts & seeds
TUR,1,0.0,v06,Nuts & seeds
USA,1,0.0,v06,Nuts & seeds
ZAF,1,0.0,v06,Nuts & seeds
AUS,2,3.4,v06,Nuts & seeds
BGD,2,108.6,v06,Nuts & seeds
BGR,2,5.3,v06,Nuts & seeds
BRA,2,51.5,v06,Nuts & seeds
CAN,2,2.2,v06,Nuts & seeds
CHN,2,150.6,v06,Nuts & seeds
DEU,2,23.2,v06,Nuts & seeds
EGY,2,113.4,v06,Nuts & seeds
GBR,2,22.2,v06,Nuts & seeds
GLB,2,1418.3,v06,Nuts & seeds
IND,2,621.0,v06,Nuts & seeds
ISR,2,0.2,v06,Nuts & seeds
JPN,2,22.7,v06,Nuts & seeds
MEX,2,38.7,v06,Nuts & seeds
NGA,2,3.6,v06,Nuts & seeds
NZL,2,1.0,v06,Nuts & seeds
ROU,2,33.2,v06,Nuts & seeds
TUR,2,11.1,v06,Nuts & seeds
USA,2,27.1,v06,Nuts & seeds
ZAF,2,6.5,v06,Nuts & seeds
AUS,3,11.5,v06,Nuts & seeds
BGD,3,364.8,v06,Nuts & seeds
BGR,3,17.9,v06,Nuts & seeds
BRA,3,180.2,v06,Nuts & seeds
CAN,3,7.8,v06,Nuts & seeds
CHN,3,516.9,v06,Nuts & seeds
DEU,3,79.0,v06,Nuts & seeds
EGY,3,372.2,v06,Nuts & seeds
GBR,3,76.3,v06,Nuts & seeds
GLB,3,4905.5,v06,Nuts & seeds
IND,3,2138.4,v06,Nuts & seeds
ISR,3,0.5,v06,Nuts & seeds
JPN,3,78.5,v06,Nuts & seeds
MEX,3,136.7,v06,Nuts & seeds
NGA,3,12.0,v06,Nuts & seeds
NZL,3,3.3,v06,Nuts & seeds
ROU,3,108.0,v06,Nuts & seeds
TUR,3,37.8,v06,Nuts & seeds
USA,3,92.3,v06,Nuts & seeds
ZAF,3,22.8,v06,Nuts & seeds
AUS,4,26.3,v06,Nuts & seeds
BGD,4,829.4,v06,Nuts & seeds
BGR,4,40.7,v06,Nuts & seeds
BRA,4,422.9,v06,Nuts & seeds
CAN,4,18.3,v06,Nuts & seeds
CHN,4,1197.0,v06,Nuts & seeds
DEU,4,180.6,v06,Nuts & seeds
EGY,4,835.1,v06,Nuts & seeds
GBR,4,176.0,v06,Nuts & seeds
GLB,4,11405.7,v06,Nuts & seeds
IND,4,4946.9,v06,Nuts & seeds
ISR,4,1.2,v06,Nuts & seeds
JPN,4,181.8,v06,Nuts & seeds
MEX,4,323.7,v06,Nuts & seeds
NGA,4,27.3,v06,Nuts & seeds
NZL,4,7.5,v06,Nuts & seeds
ROU,4,239.9,v06,Nuts & seeds
TUR,4,86.8,v06,Nuts & seeds
USA,4,211.8,v06,Nuts & seeds
ZAF,4,53.4,v06,Nuts & seeds
AUS,5,50.6,v06,Nuts & seeds
BGD,5,1580.7,v06,Nuts & seeds
BGR,5,77.4,v06,Nuts & seeds
BRA,5,826.7,v06,Nuts & seeds
CAN,5,35.9,v06,Nuts & seeds
CHN,5,2321.6,v06,Nuts & seeds
DEU,5,343.8,v06,Nuts & seeds
EGY,5,1580.4,v06,Nuts & seeds
GBR,5,338.2,v06,Nuts & seeds
GLB,5,22135.2,v06,Nuts & seeds
IND,5,9547.7,v06,Nuts & seeds
ISR,5,2.4,v06,Nuts & seeds
JPN,5,349.8,v06,Nuts & seeds
MEX,5,638.8,v06,Nuts & seeds
NGA,5,52.2,v06,Nuts & seeds
NZL,5,14.3,v06,Nuts & seeds
ROU,5,447.6,v06,Nuts & seeds
TUR,5,166.6,v06,Nuts & seeds
USA,5,407.3,v06,Nuts & seeds
ZAF,5,104.7,v06,Nuts & seeds
AUS,6,87.3,v06,Nuts & seeds
BGD,6,2704.8,v06,Nuts & seeds
BGR,6,131.9,v06,Nuts & seeds
BRA,6,1445.1,v06,Nuts & seeds
CAN,6,63.0,v06,Nuts & seeds
CHN,6,4041.5,v06,Nuts & seeds
DEU,6,584.6,v06,Nuts & seeds
EGY,6,2694.6,v06,Nuts & seeds
GBR,6,581.5,v06,Nuts & seeds
GLB,6,38463.9,v06,Nuts & seeds
IND,6,16491.5,v06,Nuts & seeds
ISR,6,4.2,v06,Nuts & seeds
JPN,6,601.1,v06,Nuts & seeds
MEX,6,1126.7,v06,Nuts & seeds
NGA,6,90.0,v06,Nuts & seeds
NZL,6,24.5,v06,Nuts & seeds
ROU,6,750.2,v06,Nuts & seeds
TUR,6,286.9,v06,Nuts & seeds
USA,6,702.6,v06,Nuts & seeds
ZAF,6,184.0,v06,Nuts & seeds
AUS,7,139.3,v06,Nuts & seeds
BGD,7,4279.0,v06,Nuts & seeds
BGR,7,207.6,v06,Nuts & seeds
BRA,7,2330.5,v06,Nuts & seeds
CAN,7,102.2,v06,Nuts & seeds
CHN,7,6505.5,v06,Nuts & seeds
DEU,7,916.5,v06,Nuts & seeds
EGY,7,4257.7,v06,Nuts & seeds
GBR,7,922.7,v06,Nuts & seeds
GLB,7,61708.8,v06,Nuts & seeds
IND,7,26287.2,v06,Nuts & seeds
ISR,7,6.8,v06,Nuts & seeds
JPN,7,951.7,v06,Nuts & seeds
MEX,7,1831.3,v06,Nuts & seeds
NGA,7,143.6,v06,Nuts & seeds
NZL,7,38.8,v06,Nuts & seeds
ROU,7,1162.9,v06,Nuts & seeds
TUR,7,456.7,v06,Nuts & seeds
USA,7,1120.7,v06,Nuts & seeds
ZAF,7,298.5,v06,Nuts & seeds
AUS,8,208.8,v06,Nuts & seeds
BGD,8,6357.4,v06,Nuts & seeds
BGR,8,306.6,v06,Nuts & seeds
BRA,8,3526.4,v06,Nuts & seeds
CAN,8,155.2,v06,Nuts & seeds
CHN,8,9835.7,v06,Nuts & seeds
DEU,8,1347.7,v06,Nuts & seeds
EGY,8,6328.7,v06,Nuts & seeds
GBR,8,1374.1,v06,Nuts & seeds
GLB,8,92927.1,v06,Nuts & seeds
IND,8,39313.5,v06,Nuts & seeds
ISR,8,10.3,v06,Nuts & seeds
JPN,8,1412.5,v06,Nuts & seeds
MEX,8,2789.3,v06,Nuts & seeds
NGA,8,215.6,v06,Nuts & seeds
NZL,8,57.7,v06,Nuts & seeds
ROU,8,1693.6,v06,Nuts & seeds
TUR,8,683.2,v06,Nuts & seeds
USA,8,1679.4,v06,Nuts & seeds
ZAF,8,454.6,v06,Nuts & seeds
AUS,9,297.1,v06,Nuts & seeds
BGD,9,8964.0,v06,Nuts & seeds
BGR,9,429.4,v06,Nuts & seeds
BRA,9,5062.7,v06,Nuts & seeds
CAN,9,223.7,v06,Nuts & seeds
CHN,9,14112.3,v06,Nuts & seeds
DEU,9,1881.0,v06,Nuts & seeds
EGY,9,8938.8,v06,Nuts & seeds
GBR,9,1942.0,v06,Nuts & seeds
GLB,9,132796.0,v06,Nuts & seeds
IND,9,55773.8,v06,Nuts & seeds
ISR,9,14.7,v06,Nuts & seeds
JPN,9,1988.2,v06,Nuts & seeds
MEX,9,4025.7,v06,Nuts & seeds
NGA,9,307.6,v06,Nuts & seeds
NZL,9,81.5,v06,Nuts & seeds
ROU,9,2342.5,v06,Nuts & seeds
TUR,9,970.9,v06,Nuts & seeds
USA,9,2389.9,v06,Nuts & seeds
ZAF,9,656.6,v06,Nuts & seeds
AUS,10,404.5,v06,Nuts & seeds
BGD,10,12094.4,v06,Nuts & seeds
BGR,10,575.0,v06,Nuts & seeds
BRA,10,6955.0,v06,Nuts & seeds
CAN,10,308.2,v06,Nuts & seeds
CHN,10,19371.4,v06,Nuts & seeds
DEU,10,2514.2,v06,Nuts & seeds
EGY,10,12092.9,v06,Nuts & seeds
GBR,10,2627.0,v06,Nuts & seeds
GLB,10,181608.4,v06,Nuts & seeds
IND,10,75703.1,v06,Nuts & seeds
ISR,10,20.2,v06,Nuts & seeds
JPN,10,2677.4,v06,Nuts & seeds
MEX,10,5553.4,v06,Nuts & seeds
NGA,10,420.4,v06,Nuts & seeds
NZL,10,110.3,v06,Nuts & seeds
ROU,10,3103.2,v06,Nuts & seeds
TUR,10,1321.5,v06,Nuts & seeds
USA,10,3255.9,v06,Nuts & seeds
ZAF,10,907.3,v06,Nuts & seeds
AUS,11,530.5,v06,Nuts & seeds
BGD,11,15724.2,v06,Nuts & seeds
BGR,11,741.6,v06,Nuts & seeds
BRA,11,9206.8,v06,Nuts & seeds
CAN,11,408.9,v06,Nuts & seeds
CHN,11,25612.1,v06,Nuts & seeds
DEU,11,3242.3,v06,Nuts & seeds
EGY,11,15777.0,v06,Nuts & seeds
GBR,11,3425.7,v06,Nuts & seeds
GLB,11,239344.6,v06,Nuts & seeds
IND,11,99007.7,v06,Nuts & seeds
ISR,11,26.7,v06,Nuts & seeds
JPN,11,3474.6,v06,Nuts & seeds
MEX,11,7375.1,v06,Nuts & seeds
NGA,11,554.1,v06,Nuts & seeds
NZL,11,143.8,v06,Nuts & seeds
ROU,11,3965.5,v06,Nuts & seeds
TUR,11,1734.5,v06,Nuts & seeds
USA,11,4275.6,v06,Nuts & seeds
ZAF,11,1207.5,v06,Nuts & seeds
AUS,12,674.3,v06,Nuts & seeds
BGD,12,19817.0,v06,Nuts & seeds
BGR,12,926.9,v06,Nuts & seeds
BRA,12,11812.7,v06,Nuts & seeds
CAN,12,525.5,v06,Nuts & seeds
CHN,12,32807.6,v06,Nuts & seeds
DEU,12,4058.5,v06,Nuts & seeds
EGY,12,19965.2,v06,Nuts & seeds
GBR,12,4331.9,v06,Nuts & seeds
GLB,12,305768.5,v06,Nuts & seeds
IND,12,125512.5,v06,Nuts & seeds
ISR,12,34.3,v06,Nuts & seeds
JPN,12,4371.6,v06,Nuts & seeds
MEX,12,9486.8,v06,Nuts & seeds
NGA,12,708.5,v06,Nuts & seeds
NZL,12,181.9,v06,Nuts & seeds
ROU,12,4917.6,v06,Nuts & seeds
TUR,12,2208.3,v06,Nuts & seeds
USA,12,5443.0,v06,Nuts & seeds
ZAF,12,1556.9,v06,Nuts & seeds
AUS,13,835.0,v06,Nuts & seeds
BGD,13,24331.5,v06,Nuts & seeds
BGR,13,1128.4,v06,Nuts & seeds
BRA,13,14761.3,v06,Nuts & seeds
CAN,13,657.4,v06,Nuts & seeds
CHN,13,40916.1,v06,Nuts & seeds
DEU,13,4955.6,v06,Nuts & seeds
EGY,13,24626.3,v06,Nuts & seeds
GBR,13,5338.3,v06,Nuts & seeds
GLB,13,380513.1,v06,Nuts & seeds
IND,13,155001.1,v06,Nuts & seeds
ISR,13,42.8,v06,Nuts & seeds
JPN,13,5359.2,v06,Nuts & seeds
MEX,13,11879.7,v06,Nuts & seeds
NGA,13,883.1,v06,Nuts & seeds
NZL,13,224.2,v06,Nuts & seeds
ROU,13,5947.4,v06,Nuts & seeds
TUR,13,2740.1,v06,Nuts & seeds
USA,13,6749.5,v06,Nuts & seeds
ZAF,13,1954.3,v06,Nuts & seeds
AUS,14,1011.2,v06,Nuts & seeds
BGD,14,29226.3,v06,Nuts & seeds
BGR,14,1343.7,v06,Nuts & seeds
BRA,14,18037.6,v06,Nuts & seeds
CAN,14,803.9,v06,Nuts & seeds
CHN,14,49887.8,v06,Nuts & seeds
DEU,14,5926.4,v06,Nuts & seeds
EGY,14,29728.3,v06,Nuts & seeds
GBR,14,6437.0,v06,Nuts & seeds
GLB,14,463143.6,v06,Nuts & seeds
IND,14,187243.6,v06,Nuts & seeds
ISR,14,52.3,v06,Nuts & seeds
JPN,14,6427.8,v06,Nuts & seeds
MEX,14,14542.9,v06,Nuts & seeds
NGA,14,1077.5,v06,Nuts & seeds
NZL,14,270.4,v06,Nuts & seeds
ROU,14,7043.5,v06,Nuts & seeds
TUR,14,3326.9,v06,Nuts & seeds
USA,14,8184.9,v06,Nuts & seeds
ZAF,14,2398.0,v06,Nuts & seeds
AUS,15,1201.8,v06,Nuts & seeds
BGD,15,34462.0,v06,Nuts & seeds
BGR,15,1570.6,v06,Nuts & seeds
BRA,15,21624.9,v06,Nuts & seeds
CAN,15,964.2,v06,Nuts & seeds
CHN,15,59670.6,v06,Nuts & seeds
DEU,15,6963.9,v06,Nuts & seeds
EGY,15,35240.3,v06,Nuts & seeds
GBR,15,7620.5,v06,Nuts & seeds
GLB,15,553199.3,v06,Nuts & seeds
IND,15,222014.1,v06,Nuts & seeds
ISR,15,62.6,v06,Nuts & seeds
JPN,15,7568.5,v06,Nuts & seeds
MEX,15,17464.4,v06,Nuts & seeds
NGA,15,1291.2,v06,Nuts & seeds
NZL,15,320.1,v06,Nuts & seeds
ROU,15,8195.7,v06,Nuts & seeds
TUR,15,3965.8,v06,Nuts & seeds
USA,15,9738.7,v06,Nuts & seeds
ZAF,15,2886.2,v06,Nuts & seeds
AUS,16,1405.7,v06,Nuts & seeds
BGD,16,40003.1,v06,Nuts & seeds
BGR,16,1807.3,v06,Nuts & seeds
BRA,16,25505.2,v06,Nuts & seeds
CAN,16,1137.4,v06,Nuts & seeds
CHN,16,70213.0,v06,Nuts & seeds
DEU,16,8061.6,v06,Nuts & seeds
EGY,16,41133.7,v06,Nuts & seeds
GBR,16,8881.6,v06,Nuts & seeds
GLB,16,650218.7,v06,Nuts & seeds
IND,16,259099.1,v06,Nuts & seeds
ISR,16,73.7,v06,Nuts & seeds
JPN,16,8772.9,v06,Nuts & seeds
MEX,16,20631.7,v06,Nuts & seeds
NGA,16,1523.5,v06,Nuts & seeds
NZL,16,373.1,v06,Nuts & seeds
ROU,16,9395.3,v06,Nuts & seeds
TUR,16,4653.7,v06,Nuts & seeds
USA,16,11400.1,v06,Nuts & seeds
ZAF,16,3416.8,v06,Nuts & seeds
AUS,17,1621.9,v06,Nuts & seeds
BGD,17,45817.7,v06,Nuts & seeds
BGR,17,2052.0,v06,Nuts & seeds
BRA,17,29660.5,v06,Nuts & seeds
CAN,17,1322.6,v06,Nuts & seeds
CHN,17,81465.3,v06,Nuts & seeds
DEU,17,9213.3,v06,Nuts & seeds
EGY,17,47382.8,v06,Nuts & seeds
GBR,17,10213.8,v06,Nuts & seeds
GLB,17,753752.2,v06,Nuts & seeds
IND,17,298301.7,v06,Nuts & seeds
ISR,17,85.7,v06,Nuts & seeds
JPN,17,10033.6,v06,Nuts & seeds
MEX,17,24032.8,v06,Nuts & seeds
NGA,17,1774.1,v06,Nuts & seeds
NZL,17,429.1,v06,Nuts & seeds
ROU,17,10634.7,v06,Nuts & seeds
TUR,17,5387.6,v06,Nuts & seeds
USA,17,13158.3,v06,Nuts & seeds
ZAF,17,3988.0,v06,Nuts & seeds
