iso3,outcome,glp1_channel,conv_wt,deaths,deaths_lo,deaths_hi,rate_per_100k
BGR,SAH,基本不汇流-结构近乎不可及,0.029999999999999995,28.839331526059546,-1.8907338090116361,58.81968640677555,0.5422874220043178
BGR,SAH,完全汇流-结构可及,1.0,56.328692374348535,12.916505924144595,121.01600135741936,1.059190340280867
BGR,SAH,纯直接效应-结构不可及,0.0,-18.66061238789659,-119.92071999160899,74.45414356429754,-0.35088938783862794
BGR,T2D,完全汇流-结构可及,1.0,396.379229982901,95.20186433895616,793.4754081853631,7.45341377171837
BGR,T2D,纯直接效应-结构不可及,0.0,11.81574065619211,4.442402160674313,21.974755015038824,0.22218016855654615
BRA,CKD,完全汇流-结构可及,1.0,16734.764249619097,5842.293797956811,33930.60873979753,12.088568176409451
BRA,ICH,基本不汇流-结构近乎不可及,0.024,2560.113119630077,-186.2450773421558,5164.717233189661,1.8493300248716016
BRA,ICH,完全汇流-结构可及,1.0,2957.0888596783034,17.20659994172653,8953.534860089905,2.1360904611928246
BRA,ICH,纯直接效应-结构不可及,0.0,-3697.052838301333,-19710.14305638839,8962.249564998794,-2.670612780733435
BRA,ICH,部分汇流-结构小部可及,0.119,945.845437451978,-59.838299402299796,2831.9260025165268,0.6832433898938438
BRA,IHD,基本不汇流-结构近乎不可及,0.006,1505.7032384625086,-762.166363333768,5320.209890442519,1.0876637387950552
BRA,IHD,完全汇流-结构可及,1.0,9579.423868794152,52.80003277285806,28977.163099618116,6.91981773996475
BRA,IHD,纯直接效应-结构不可及,0.0,32509.63911686125,184.36836022719714,75003.67971273439,23.483748142050455
BRA,IHD,部分汇流-结构小部可及,0.2012,44962.1855763382,15606.697730141794,77887.4455336721,32.47900224900446
BRA,IschStroke,完全汇流-结构可及,1.0,5346.253226141682,243.25110230556683,15896.92783674057,3.861933496555455
