sex,scenario,outcome,iso3,paf_base,paf_scen,averted_frac_alldeaths
male,single_v01,CKD,ROU,0.09120369486335778,0.09120369486335778,0.0
male,single_v01,CKD,TUR,0.009771441824631744,0.009771441824631744,0.0
male,single_v01,CKD,BRA,0.024242392390776635,0.024242392390776635,0.0
male,single_v01,CKD,MEX,0.01814195440157418,0.01814195440157418,0.0
male,single_v01,CKD,IND,0.021869677756613637,0.021869677756613637,0.0
male,single_v01,CKD,CHN,0.08130058323037626,0.08130058323037626,0.0
male,single_v02,IHD,AUS,0.4504616645228715,0.4478428355884596,0.0026188289344118943
male,single_v02,IHD,BGD,0.5563036024215536,0.54740994112278,0.008893661298773633
male,single_v02,IHD,BGR,0.5067898189490062,0.5049829735224004,0.0018068454266057601
male,single_v02,IHD,BRA,0.42029872418429165,0.41594448633447084,0.004354237849820834
male,single_v02,IHD,CAN,0.3899486367075887,0.3870188149304254,0.002929821777163323
male,single_v02,IHD,CHN,0.45238154655050583,0.4526203017278142,-0.00023875517730836032
male,single_v02,IHD,DEU,0.41382509605561674,0.41144552892094144,0.0023795671346753104
male,single_v02,IHD,EGY,0.4163678703472711,0.4156824516782677,0.0006854186690034477
male,single_v02,IHD,GBR,0.4758246964849554,0.47311156537839305,0.0027131311065623563
male,single_v02,IHD,GLB,0.47876457968269615,0.4762698706408819,0.002494709041814294
male,single_v02,IHD,IND,0.5428690585365629,0.5401517636963733,0.002717294840189563
male,single_v02,IHD,ISR,0.310498626276045,0.3094590217933769,0.0010396044826680958
male,single_v02,IHD,JPN,0.43767054089445034,0.4361528456084096,0.0015176952860407077
male,single_v02,IHD,MEX,0.4313053245308271,0.42731381410936337,0.00399151042146375
